Week,Retailer,Sales Gold NZ BL,Sales Gold NZ ZR
03/02/2020,Lotte Department,A,0
03/02/2020,GS25,A,0
03/02/2020,Emart everyday,A,0
03/02/2020,CS Distribution,A,0
03/02/2020,Eland,A,0
03/02/2020,Emart,A,0
03/02/2020,Emart traders,A,0
03/02/2020,Homeplus Express,A,0
03/02/2020,Mega Mart,A,0
03/02/2020,Costco Korea,A,0
03/02/2020,VIC Market,A,0
03/02/2020,Hyundae Department,A,0
03/02/2020,Market 999,A,0
03/02/2020,Homeplus 365,A,0
03/02/2020,Emart24,A,0
03/02/2020,Mini Stop,A,0
03/02/2020,No Brand,A,0
03/02/2020,CU,A,0
03/02/2020,Shinsegae Department,A,0
03/02/2020,Sampling ,A,0
03/02/2020,Loss,A,0
03/02/2020,Wholesale,A,0
03/02/2020,E-commerce,A,0
03/02/2020,Retail,A,0
10/02/2020,Lotte Mart,A,0
10/02/2020,Lotte super,A,0
10/02/2020,Homeplus,A,0
10/02/2020,AK Plaza,A,0
10/02/2020,GS Retail,A,0
10/02/2020,Lotte Department,A,0
10/02/2020,GS25,A,0
10/02/2020,Emart everyday,A,0
10/02/2020,CS Distribution,A,0
10/02/2020,Eland,A,0
10/02/2020,Emart,A,0
10/02/2020,Emart traders,A,0
10/02/2020,Homeplus Express,A,0
10/02/2020,Mega Mart,A,0
10/02/2020,Costco Korea,A,0
10/02/2020,VIC Market,A,0
10/02/2020,Hyundae Department,A,0
10/02/2020,Market 999,A,0
10/02/2020,Homeplus 365,A,0
10/02/2020,Emart24,A,0
10/02/2020,Mini Stop,A,0
10/02/2020,No Brand,A,0
10/02/2020,CU,A,0
10/02/2020,Shinsegae Department,A,0
10/02/2020,Sampling ,A,0
10/02/2020,Loss,A,0
10/02/2020,Wholesale,A,0
10/02/2020,E-commerce,A,0
10/02/2020,Retail,A,0
17/02/2020,Lotte Mart,A,0
17/02/2020,Lotte super,A,0
17/02/2020,Homeplus,A,0
17/02/2020,AK Plaza,A,0
17/02/2020,GS Retail,A,0
17/02/2020,Lotte Department,A,0
17/02/2020,GS25,A,0
17/02/2020,Emart everyday,A,0
17/02/2020,CS Distribution,A,0
17/02/2020,Eland,A,0
17/02/2020,Emart,A,0
17/02/2020,Emart traders,A,0
17/02/2020,Homeplus Express,A,0
17/02/2020,Mega Mart,A,0
17/02/2020,Costco Korea,A,0
17/02/2020,VIC Market,A,0
17/02/2020,Hyundae Department,A,0
17/02/2020,Market 999,A,0
17/02/2020,Homeplus 365,A,0
17/02/2020,Emart24,A,0
17/02/2020,Mini Stop,A,0
17/02/2020,No Brand,A,0
17/02/2020,CU,A,0
17/02/2020,Shinsegae Department,A,0
17/02/2020,Sampling ,A,0
17/02/2020,Loss,A,0
17/02/2020,Wholesale,A,0
17/02/2020,E-commerce,A,0
17/02/2020,Retail,A,0
24/02/2020,Lotte Mart,A,0
24/02/2020,Lotte super,A,0
24/02/2020,Homeplus,A,0
24/02/2020,AK Plaza,A,0
24/02/2020,GS Retail,A,0
24/02/2020,Lotte Department,A,0
24/02/2020,GS25,A,0
24/02/2020,Emart everyday,A,0
24/02/2020,CS Distribution,A,0
24/02/2020,Eland,A,0
24/02/2020,Emart,A,0
24/02/2020,Emart traders,A,0
24/02/2020,Homeplus Express,A,0
24/02/2020,Mega Mart,A,0
24/02/2020,Costco Korea,A,0
24/02/2020,VIC Market,A,0
24/02/2020,Hyundae Department,A,0
24/02/2020,Market 999,A,0
24/02/2020,Homeplus 365,A,0
24/02/2020,Emart24,A,0
24/02/2020,Mini Stop,A,0
24/02/2020,No Brand,A,0
24/02/2020,CU,A,0
24/02/2020,Shinsegae Department,A,0
24/02/2020,Sampling ,A,0
24/02/2020,Loss,A,0
24/02/2020,Wholesale,A,0
24/02/2020,E-commerce,A,0
24/02/2020,Retail,A,0
02/03/2020,Lotte Mart,A,0
02/03/2020,Lotte super,A,0
02/03/2020,Homeplus,A,0
02/03/2020,AK Plaza,A,0
02/03/2020,GS Retail,A,0
02/03/2020,Lotte Department,A,0
02/03/2020,GS25,A,0
02/03/2020,Emart everyday,A,0
02/03/2020,CS Distribution,A,0
02/03/2020,Eland,A,0
02/03/2020,Emart,A,0
02/03/2020,Emart traders,A,0
02/03/2020,Homeplus Express,A,0
02/03/2020,Mega Mart,A,0
02/03/2020,Costco Korea,A,0
02/03/2020,VIC Market,A,0
02/03/2020,Hyundae Department,A,0
02/03/2020,Market 999,A,0
02/03/2020,Homeplus 365,A,0
02/03/2020,Emart24,A,0
02/03/2020,Mini Stop,A,0
02/03/2020,No Brand,A,0
02/03/2020,CU,A,0
02/03/2020,Shinsegae Department,A,0
02/03/2020,Sampling ,A,0
02/03/2020,Loss,A,0
02/03/2020,Wholesale,A,0
02/03/2020,E-commerce,A,0
02/03/2020,Retail,A,0
09/03/2020,Lotte Mart,A,0
09/03/2020,Lotte super,A,0
09/03/2020,Homeplus,A,0
09/03/2020,AK Plaza,A,0
09/03/2020,GS Retail,A,0
09/03/2020,Lotte Department,A,0
09/03/2020,GS25,A,0
09/03/2020,Emart everyday,A,0
09/03/2020,CS Distribution,A,0
09/03/2020,Eland,A,0
09/03/2020,Emart,A,0
09/03/2020,Emart traders,A,0
09/03/2020,Homeplus Express,A,0
09/03/2020,Mega Mart,A,0
09/03/2020,Costco Korea,A,0
09/03/2020,VIC Market,A,0
09/03/2020,Hyundae Department,A,0
09/03/2020,Market 999,A,0
09/03/2020,Homeplus 365,A,0
09/03/2020,Emart24,A,0
09/03/2020,Mini Stop,A,0
09/03/2020,No Brand,A,0
09/03/2020,CU,A,0
09/03/2020,Shinsegae Department,A,0
09/03/2020,Sampling ,A,0
09/03/2020,Loss,A,0
09/03/2020,Wholesale,A,0
09/03/2020,E-commerce,A,0
09/03/2020,Retail,A,0
16/03/2020,Lotte Mart,A,0
16/03/2020,Lotte super,A,0
16/03/2020,Homeplus,A,0
16/03/2020,AK Plaza,A,0
16/03/2020,GS Retail,A,0
16/03/2020,Lotte Department,A,0
16/03/2020,GS25,A,0
16/03/2020,Emart everyday,A,0
16/03/2020,CS Distribution,A,0
16/03/2020,Eland,A,0
16/03/2020,Emart,A,0
16/03/2020,Emart traders,A,0
16/03/2020,Homeplus Express,A,0
16/03/2020,Mega Mart,A,0
16/03/2020,Costco Korea,A,0
16/03/2020,VIC Market,A,0
16/03/2020,Hyundae Department,A,0
16/03/2020,Market 999,A,0
16/03/2020,Homeplus 365,A,0
16/03/2020,Emart24,A,0
16/03/2020,Mini Stop,A,0
16/03/2020,No Brand,A,0
16/03/2020,CU,A,0
16/03/2020,Shinsegae Department,A,0
16/03/2020,Sampling ,A,0
16/03/2020,Loss,A,0
16/03/2020,Wholesale,A,0
16/03/2020,E-commerce,A,0
16/03/2020,Retail,A,0
23/03/2020,Lotte Mart,A,0
23/03/2020,Lotte super,A,0
23/03/2020,Homeplus,A,0
23/03/2020,AK Plaza,A,0
23/03/2020,GS Retail,A,0
23/03/2020,Lotte Department,A,0
23/03/2020,GS25,A,0
23/03/2020,Emart everyday,A,0
23/03/2020,CS Distribution,A,0
23/03/2020,Eland,A,0
23/03/2020,Emart,A,0
23/03/2020,Emart traders,A,0
23/03/2020,Homeplus Express,A,0
23/03/2020,Mega Mart,A,0
23/03/2020,Costco Korea,A,0
23/03/2020,VIC Market,A,0
23/03/2020,Hyundae Department,A,0
23/03/2020,Market 999,A,0
23/03/2020,Homeplus 365,A,0
23/03/2020,Emart24,A,0
23/03/2020,Mini Stop,A,0
23/03/2020,No Brand,A,0
23/03/2020,CU,A,0
23/03/2020,Shinsegae Department,A,0
23/03/2020,Sampling ,A,0
23/03/2020,Loss,A,0
23/03/2020,Wholesale,A,0
23/03/2020,E-commerce,A,0
23/03/2020,Retail,A,0
30/03/2020,Lotte Mart,A,0
30/03/2020,Lotte super,A,0
30/03/2020,Homeplus,A,0
30/03/2020,AK Plaza,A,0
30/03/2020,GS Retail,A,0
30/03/2020,Lotte Department,A,0
30/03/2020,GS25,A,0
30/03/2020,Emart everyday,A,0
30/03/2020,CS Distribution,A,0
30/03/2020,Eland,A,0
30/03/2020,Emart,A,0
30/03/2020,Emart traders,A,0
30/03/2020,Homeplus Express,A,0
30/03/2020,Mega Mart,A,0
30/03/2020,Costco Korea,A,0
30/03/2020,VIC Market,A,0
30/03/2020,Hyundae Department,A,0
30/03/2020,Market 999,A,0
30/03/2020,Homeplus 365,A,0
30/03/2020,Emart24,A,0
30/03/2020,Mini Stop,A,0
30/03/2020,No Brand,A,0
30/03/2020,CU,A,0
30/03/2020,Shinsegae Department,A,0
30/03/2020,Sampling ,A,0
30/03/2020,Loss,A,0
30/03/2020,Wholesale,A,0
30/03/2020,E-commerce,A,0
30/03/2020,Retail,A,0
06/04/2020,Lotte Mart,A,0
06/04/2020,Lotte super,A,0
06/04/2020,Homeplus,A,0
06/04/2020,AK Plaza,A,0
06/04/2020,GS Retail,A,0
06/04/2020,Lotte Department,A,0
06/04/2020,GS25,A,0
06/04/2020,Emart everyday,A,0
06/04/2020,CS Distribution,A,0
06/04/2020,Eland,A,0
06/04/2020,Emart,A,0
06/04/2020,Emart traders,A,0
06/04/2020,Homeplus Express,A,0
06/04/2020,Mega Mart,A,0
06/04/2020,Costco Korea,A,0
06/04/2020,VIC Market,A,0
06/04/2020,Hyundae Department,A,0
06/04/2020,Market 999,A,0
06/04/2020,Homeplus 365,A,0
06/04/2020,Emart24,A,0
06/04/2020,Mini Stop,A,0
06/04/2020,No Brand,A,0
06/04/2020,CU,A,0
06/04/2020,Shinsegae Department,A,0
06/04/2020,Sampling ,A,0
06/04/2020,Loss,A,0
06/04/2020,Wholesale,A,0
06/04/2020,E-commerce,A,0
06/04/2020,Retail,A,0
13/04/2020,Lotte Mart,2379.071538,2379.071538
13/04/2020,Lotte super,0,0
13/04/2020,Homeplus,0,0
13/04/2020,AK Plaza,0,0
13/04/2020,GS Retail,0,0
13/04/2020,Lotte Department,746.2539575,746.2539575
13/04/2020,GS25,0,0
13/04/2020,Emart everyday,0,0
13/04/2020,CS Distribution,0,0
13/04/2020,Eland,0,0
13/04/2020,Emart,0,0
13/04/2020,Emart traders,0,0
13/04/2020,Homeplus Express,0,0
13/04/2020,Mega Mart,0,0
13/04/2020,Costco Korea,0,0
13/04/2020,VIC Market,0,0
13/04/2020,Hyundae Department,0,0
13/04/2020,Market 999,0,0
13/04/2020,Homeplus 365,0,0
13/04/2020,Emart24,0,0
13/04/2020,Mini Stop,0,0
13/04/2020,No Brand,0,0
13/04/2020,CU,0,0
13/04/2020,Shinsegae Department,0,0
13/04/2020,Sampling ,0,0
13/04/2020,Loss,0,0
13/04/2020,Wholesale,200114.723,200114.723
13/04/2020,E-commerce,127.8587554,127.8587554
13/04/2020,Retail,3125.325495,3125.325495
20/04/2020,Lotte Mart,11832.49336,11832.49336
20/04/2020,Lotte super,7719.991476,7719.991476
20/04/2020,Homeplus,15768.08235,15768.08235
20/04/2020,AK Plaza,250.7502186,250.7502186
20/04/2020,GS Retail,2756.307971,2756.307971
20/04/2020,Lotte Department,729.9141805,729.9141805
20/04/2020,GS25,0,0
20/04/2020,Emart everyday,5700.616136,5700.616136
20/04/2020,CS Distribution,0,0
20/04/2020,Eland,5179.447887,5179.447887
20/04/2020,Emart,17314.71544,17314.71544
20/04/2020,Emart traders,11301.12727,11301.12727
20/04/2020,Homeplus Express,9082.118644,9082.118644
20/04/2020,Mega Mart,2456.299435,2456.299435
20/04/2020,Costco Korea,22333,22333
20/04/2020,VIC Market,1051.382954,1051.382954
20/04/2020,Hyundae Department,4106.920904,4106.920904
20/04/2020,Market 999,0,0
20/04/2020,Homeplus 365,0,0
20/04/2020,Emart24,0,0
20/04/2020,Mini Stop,0,0
20/04/2020,No Brand,790.6224828,790.6224828
20/04/2020,CU,0,0
20/04/2020,Shinsegae Department,308,308
20/04/2020,Sampling ,0,0
20/04/2020,Loss,0,0
20/04/2020,Wholesale,125859.8535,125859.8535
20/04/2020,E-commerce,12448.90884,12448.90884
20/04/2020,Retail,118681.7907,118681.7907
27/04/2020,Lotte Mart,11819.89357,11819.89357
27/04/2020,Lotte super,10340.39906,10340.39906
27/04/2020,Homeplus,22412.20605,22412.20605
27/04/2020,AK Plaza,214.8190488,214.8190488
27/04/2020,GS Retail,1905.789896,1905.789896
27/04/2020,Lotte Department,665.9112738,665.9112738
27/04/2020,GS25,1163.163369,1163.163369
27/04/2020,Emart everyday,7850.618581,7850.618581
27/04/2020,CS Distribution,0,0
27/04/2020,Eland,10412.89874,10412.89874
27/04/2020,Emart,31910.31326,31910.31326
27/04/2020,Emart traders,24438.07952,24438.07952
27/04/2020,Homeplus Express,7838.918079,7838.918079
27/04/2020,Mega Mart,3677.423729,3677.423729
27/04/2020,Costco Korea,17927,17927
27/04/2020,VIC Market,2689.805078,2689.805078
27/04/2020,Hyundae Department,4521.322034,4521.322034
27/04/2020,Market 999,0,0
27/04/2020,Homeplus 365,0,0
27/04/2020,Emart24,0,0
27/04/2020,Mini Stop,0,0
27/04/2020,No Brand,886.894984,886.894984
27/04/2020,CU,0,0
27/04/2020,Shinsegae Department,781,781
27/04/2020,Sampling ,0,0
27/04/2020,Loss,0,0
27/04/2020,Wholesale,108759.3462,108759.3462
27/04/2020,E-commerce,13072.1791,13072.1791
27/04/2020,Retail,161456.4563,161456.4563
04/05/2020,Lotte Mart,17764.71356,17764.71356
04/05/2020,Lotte super,3567.320071,3567.320071
04/05/2020,Homeplus,13265.13237,13265.13237
04/05/2020,AK Plaza,252.6783123,252.6783123
04/05/2020,GS Retail,6421.744796,6421.744796
04/05/2020,Lotte Department,1418.799181,1418.799181
04/05/2020,GS25,1406.38095,1406.38095
04/05/2020,Emart everyday,1552.321042,1552.321042
04/05/2020,CS Distribution,0,0
04/05/2020,Eland,1258.832763,1258.832763
04/05/2020,Emart,12141.22585,12141.22585
04/05/2020,Emart traders,4879.715816,4879.715816
04/05/2020,Homeplus Express,10332.82486,10332.82486
04/05/2020,Mega Mart,983.9265537,983.9265537
04/05/2020,Costco Korea,15060,15060
04/05/2020,VIC Market,877.4460274,877.4460274
04/05/2020,Hyundae Department,4183.305085,4183.305085
04/05/2020,Market 999,0,0
04/05/2020,Homeplus 365,0,0
04/05/2020,Emart24,37.27398685,37.27398685
04/05/2020,Mini Stop,0,0
04/05/2020,No Brand,571.126102,571.126102
04/05/2020,CU,0,0
04/05/2020,Shinsegae Department,387,387
04/05/2020,Sampling ,0,0
04/05/2020,Loss,0,0
04/05/2020,Wholesale,122866.5636,122866.5636
04/05/2020,E-commerce,25571.52905,25571.52905
04/05/2020,Retail,96361.76732,96361.76732
11/05/2020,Lotte Mart,38203.41342,38203.41342
11/05/2020,Lotte super,4516.282505,4516.282505
11/05/2020,Homeplus,18201.82864,18201.82864
11/05/2020,AK Plaza,335.4088307,335.4088307
11/05/2020,GS Retail,2478.016159,2478.016159
11/05/2020,Lotte Department,841.7160167,841.7160167
11/05/2020,GS25,511.8876298,511.8876298
11/05/2020,Emart everyday,7601.867709,7601.867709
11/05/2020,CS Distribution,0,0
11/05/2020,Eland,10010.15025,10010.15025
11/05/2020,Emart,56265.71477,56265.71477
11/05/2020,Emart traders,9012.201896,9012.201896
11/05/2020,Homeplus Express,5923.220339,5923.220339
11/05/2020,Mega Mart,4178.700565,4178.700565
11/05/2020,Costco Korea,23896,23896
11/05/2020,VIC Market,1380.625704,1380.625704
11/05/2020,Hyundae Department,5000.932203,5000.932203
11/05/2020,Market 999,0,0
11/05/2020,Homeplus 365,0,0
11/05/2020,Emart24,24.34104293,24.34104293
11/05/2020,Mini Stop,0,0
11/05/2020,No Brand,942.83203,942.83203
11/05/2020,CU,0,0
11/05/2020,Shinsegae Department,294,294
11/05/2020,Sampling ,0,0
11/05/2020,Loss,0,0
11/05/2020,Wholesale,160813.135,160813.135
11/05/2020,E-commerce,16912.1027,16912.1027
11/05/2020,Retail,189619.1397,189619.1397
18/05/2020,Lotte Mart,4.915254237,4.915254237
18/05/2020,Lotte super,1439.839389,1439.839389
18/05/2020,Homeplus,12986.06015,12986.06015
18/05/2020,AK Plaza,1017.4035,1017.4035
18/05/2020,GS Retail,4381.238587,4381.238587
18/05/2020,Lotte Department,593.455396,593.455396
18/05/2020,GS25,143.0330197,143.0330197
18/05/2020,Emart everyday,1550.234168,1550.234168
18/05/2020,CS Distribution,0,0
18/05/2020,Eland,2479.76773,2479.76773
18/05/2020,Emart,17576.26257,17576.26257
18/05/2020,Emart traders,7048.426599,7048.426599
18/05/2020,Homeplus Express,8454.491525,8454.491525
18/05/2020,Mega Mart,2315.819209,2315.819209
18/05/2020,Costco Korea,22109,22109
18/05/2020,VIC Market,628.1221391,628.1221391
18/05/2020,Hyundae Department,3707.655367,3707.655367
18/05/2020,Market 999,0,0
18/05/2020,Homeplus 365,0,0
18/05/2020,Emart24,19.71003244,19.71003244
18/05/2020,Mini Stop,0,0
18/05/2020,No Brand,1549.503092,1549.503092
18/05/2020,CU,240.5367232,240.5367232
18/05/2020,Shinsegae Department,571,571
18/05/2020,Sampling ,0,0
18/05/2020,Loss,0,0
18/05/2020,Wholesale,168330.4022,168330.4022
18/05/2020,E-commerce,29604.22864,29604.22864
18/05/2020,Retail,88816.47445,88816.47445
25/05/2020,Lotte Mart,9522.092908,9522.092908
25/05/2020,Lotte super,5310.968927,5310.968927
25/05/2020,Homeplus,16128.21204,16128.21204
25/05/2020,AK Plaza,330.7239994,330.7239994
25/05/2020,GS Retail,14195.06651,14195.06651
25/05/2020,Lotte Department,1262.638003,1262.638003
25/05/2020,GS25,103.6568322,103.6568322
25/05/2020,Emart everyday,6992.276644,6992.276644
25/05/2020,CS Distribution,0,0
25/05/2020,Eland,8542.506878,8542.506878
25/05/2020,Emart,19288.12341,19288.12341
25/05/2020,Emart traders,9828.433858,9828.433858
25/05/2020,Homeplus Express,5705.960452,5705.960452
25/05/2020,Mega Mart,3363.615819,3363.615819
25/05/2020,Costco Korea,34382,34382
25/05/2020,VIC Market,1305.677092,1305.677092
25/05/2020,Hyundae Department,3409.40678,3409.40678
25/05/2020,Market 999,0,0
25/05/2020,Homeplus 365,0,0
25/05/2020,Emart24,12.81999245,12.81999245
25/05/2020,Mini Stop,0,0
25/05/2020,No Brand,1654.678293,1654.678293
25/05/2020,CU,312.2316384,312.2316384
25/05/2020,Shinsegae Department,87,87
25/05/2020,Sampling ,0,0
25/05/2020,Loss,0,0
25/05/2020,Wholesale,176473.3638,176473.3638
25/05/2020,E-commerce,31817.2804,31817.2804
25/05/2020,Retail,141738.0901,141738.0901
01/06/2020,Lotte Mart,9008.580981,9008.580981
01/06/2020,Lotte super,5269.387006,5269.387006
01/06/2020,Homeplus,17700.58546,17700.58546
01/06/2020,AK Plaza,131.7172714,131.7172714
01/06/2020,GS Retail,2703.368222,2703.368222
01/06/2020,Lotte Department,606.9296396,606.9296396
01/06/2020,GS25,71.05047106,71.05047106
01/06/2020,Emart everyday,1730.179506,1730.179506
01/06/2020,CS Distribution,0,0
01/06/2020,Eland,13721.17867,13721.17867
01/06/2020,Emart,63005.28755,63005.28755
01/06/2020,Emart traders,15304.82705,15304.82705
01/06/2020,Homeplus Express,10114.51977,10114.51977
01/06/2020,Mega Mart,2364.180791,2364.180791
01/06/2020,Costco Korea,29641,29641
01/06/2020,VIC Market,6161.163265,6161.163265
01/06/2020,Hyundae Department,3200.429379,3200.429379
01/06/2020,Market 999,0,0
01/06/2020,Homeplus 365,0,0
01/06/2020,Emart24,16.77329408,16.77329408
01/06/2020,Mini Stop,0,0
01/06/2020,No Brand,1963.261724,1963.261724
01/06/2020,CU,279.8813559,279.8813559
01/06/2020,Shinsegae Department,607,607
01/06/2020,Sampling ,0,0
01/06/2020,Loss,0,0
01/06/2020,Wholesale,188414.8586,188414.8586
01/06/2020,E-commerce,23622.73024,23622.73024
01/06/2020,Retail,183601.3014,183601.3014
08/06/2020,Lotte Mart,14428.70245,14428.70245
08/06/2020,Lotte super,4917.471795,4917.471795
08/06/2020,Homeplus,15001.82793,15001.82793
08/06/2020,AK Plaza,187.4620484,187.4620484
08/06/2020,GS Retail,3557.510986,3557.510986
08/06/2020,Lotte Department,783.2231099,783.2231099
08/06/2020,GS25,72.68569479,72.68569479
08/06/2020,Emart everyday,7092.248646,7092.248646
08/06/2020,CS Distribution,0,0
08/06/2020,Eland,2789.577218,2789.577218
08/06/2020,Emart,28793.37935,28793.37935
08/06/2020,Emart traders,8883.390072,8883.390072
08/06/2020,Homeplus Express,7726.536723,7726.536723
08/06/2020,Mega Mart,1791.19774,1791.19774
08/06/2020,Costco Korea,24024,24024
08/06/2020,VIC Market,1325.234367,1325.234367
08/06/2020,Hyundae Department,2153.785311,2153.785311
08/06/2020,Market 999,0,0
08/06/2020,Homeplus 365,0,0
08/06/2020,Emart24,15.86968228,15.86968228
08/06/2020,Mini Stop,0,0
08/06/2020,No Brand,1925.005928,1925.005928
08/06/2020,CU,196.8813559,196.8813559
08/06/2020,Shinsegae Department,595,595
08/06/2020,Sampling ,0,0
08/06/2020,Loss,0,0
08/06/2020,Wholesale,134249.4739,134249.4739
08/06/2020,E-commerce,23590.70022,23590.70022
08/06/2020,Retail,126260.9904,126260.9904
15/06/2020,Lotte Mart,9328.3749,9328.3749
15/06/2020,Lotte super,4931.592958,4931.592958
15/06/2020,Homeplus,26834.44929,26834.44929
15/06/2020,AK Plaza,172.2217632,172.2217632
15/06/2020,GS Retail,1589.045012,1589.045012
15/06/2020,Lotte Department,664.7838551,664.7838551
15/06/2020,GS25,65.4089492,65.4089492
15/06/2020,Emart everyday,1707.369453,1707.369453
15/06/2020,CS Distribution,0,0
15/06/2020,Eland,13160.01894,13160.01894
15/06/2020,Emart,13359.96724,13359.96724
15/06/2020,Emart traders,20319.34596,20319.34596
15/06/2020,Homeplus Express,5120.69209,5120.69209
15/06/2020,Mega Mart,2346.610169,2346.610169
15/06/2020,Costco Korea,24977,24977
15/06/2020,VIC Market,1191.391305,1191.391305
15/06/2020,Hyundae Department,4043.016949,4043.016949
15/06/2020,Market 999,0,0
15/06/2020,Homeplus 365,0,0
15/06/2020,Emart24,17.56395441,17.56395441
15/06/2020,Mini Stop,0,0
15/06/2020,No Brand,1023.792172,1023.792172
15/06/2020,CU,249.8700565,249.8700565
15/06/2020,Shinsegae Department,367,367
15/06/2020,Sampling ,0,0
15/06/2020,Loss,0,0
15/06/2020,Wholesale,151584.226,151584.226
15/06/2020,E-commerce,28192.96144,28192.96144
15/06/2020,Retail,131469.515,131469.515
22/06/2020,Lotte Mart,12027.5807,12027.5807
22/06/2020,Lotte super,3761.288348,3761.288348
22/06/2020,Homeplus,18208.19356,18208.19356
22/06/2020,AK Plaza,344.3127086,344.3127086
22/06/2020,GS Retail,3258.3141,3258.3141
22/06/2020,Lotte Department,626.2906885,626.2906885
22/06/2020,GS25,60.38881234,60.38881234
22/06/2020,Emart everyday,4871.193306,4871.193306
22/06/2020,CS Distribution,0,0
22/06/2020,Eland,6943.895808,6943.895808
22/06/2020,Emart,10479.97133,10479.97133
22/06/2020,Emart traders,5184.741779,5184.741779
22/06/2020,Homeplus Express,4808.892655,4808.892655
22/06/2020,Mega Mart,1602.779661,1602.779661
22/06/2020,Costco Korea,30206,30206
22/06/2020,VIC Market,2847.742126,2847.742126
22/06/2020,Hyundae Department,4394.80791,4394.80791
22/06/2020,Market 999,0,0
22/06/2020,Homeplus 365,0,0
22/06/2020,Emart24,17.28157572,17.28157572
22/06/2020,Mini Stop,0,0
22/06/2020,No Brand,966.6387256,966.6387256
22/06/2020,CU,131.5536723,131.5536723
22/06/2020,Shinsegae Department,538,538
22/06/2020,Sampling ,0,0
22/06/2020,Loss,0,0
22/06/2020,Wholesale,65856.50277,65856.50277
22/06/2020,E-commerce,22058.56258,22058.56258
22/06/2020,Retail,111279.8675,111279.8675
29/06/2020,Lotte Mart,10790.9067,10790.9067
29/06/2020,Lotte super,6513.96295,6513.96295
29/06/2020,Homeplus,11930.44372,11930.44372
29/06/2020,AK Plaza,166.0896742,166.0896742
29/06/2020,GS Retail,11298.44754,11298.44754
29/06/2020,Lotte Department,466.9217838,466.9217838
29/06/2020,GS25,56.57874105,56.57874105
29/06/2020,Emart everyday,975.2718265,975.2718265
29/06/2020,CS Distribution,0,0
29/06/2020,Eland,3899.89413,3899.89413
29/06/2020,Emart,26067.27532,26067.27532
29/06/2020,Emart traders,8634.947591,8634.947591
29/06/2020,Homeplus Express,10593.08475,10593.08475
29/06/2020,Mega Mart,2208.689266,2208.689266
29/06/2020,Costco Korea,33354,33354
29/06/2020,VIC Market,3677.55276,3677.55276
29/06/2020,Hyundae Department,3491.683616,3491.683616
29/06/2020,Market 999,0,0
29/06/2020,Homeplus 365,0,0
29/06/2020,Emart24,13.38474982,13.38474982
29/06/2020,Mini Stop,0,0
29/06/2020,No Brand,1061.066159,1061.066159
29/06/2020,CU,161.8757062,161.8757062
29/06/2020,Shinsegae Department,85,85
29/06/2020,Sampling ,0,0
29/06/2020,Loss,0,0
29/06/2020,Wholesale,81881.77534,81881.77534
29/06/2020,E-commerce,21765.65078,21765.65078
29/06/2020,Retail,135447.077,135447.077
06/07/2020,Lotte Mart,6070.907011,6070.907011
06/07/2020,Lotte super,4064.48528,4064.48528
06/07/2020,Homeplus,10757.01408,10757.01408
06/07/2020,AK Plaza,109.3310586,109.3310586
06/07/2020,GS Retail,1097.88083,1097.88083
06/07/2020,Lotte Department,337.1013719,337.1013719
06/07/2020,GS25,50.79004905,50.79004905
06/07/2020,Emart everyday,2946.056252,2946.056252
06/07/2020,CS Distribution,0,0
06/07/2020,Eland,6068.217148,6068.217148
06/07/2020,Emart,20355.04952,20355.04952
06/07/2020,Emart traders,5769.74064,5769.74064
06/07/2020,Homeplus Express,3158.451977,3158.451977
06/07/2020,Mega Mart,1185.875706,1185.875706
06/07/2020,Costco Korea,15841,15841
06/07/2020,VIC Market,2001.775481,2001.775481
06/07/2020,Hyundae Department,2081.514124,2081.514124
06/07/2020,Market 999,0,0
06/07/2020,Homeplus 365,0,0
06/07/2020,Emart24,13.78007999,13.78007999
06/07/2020,Mini Stop,0,0
06/07/2020,No Brand,599.3205279,599.3205279
06/07/2020,CU,224.1977401,224.1977401
06/07/2020,Shinsegae Department,253,253
06/07/2020,Sampling ,0,0
06/07/2020,Loss,0,0
06/07/2020,Wholesale,79012.261,79012.261
06/07/2020,E-commerce,14696.56918,14696.56918
06/07/2020,Retail,82985.48888,82985.48888
13/07/2020,Lotte Mart,1970.88222,1970.88222
13/07/2020,Lotte super,4725.343727,4725.343727
13/07/2020,Homeplus,12660.48227,12660.48227
13/07/2020,AK Plaza,158.0280213,158.0280213
13/07/2020,GS Retail,1131.476708,1131.476708
13/07/2020,Lotte Department,94.84297633,94.84297633
13/07/2020,GS25,1809.113421,1809.113421
13/07/2020,Emart everyday,1377.651399,1377.651399
13/07/2020,CS Distribution,0,0
13/07/2020,Eland,2958.757465,2958.757465
13/07/2020,Emart,11491.43073,11491.43073
13/07/2020,Emart traders,7467.862843,7467.862843
13/07/2020,Homeplus Express,7193.338983,7193.338983
13/07/2020,Mega Mart,3241.864407,3241.864407
13/07/2020,Costco Korea,24287,24287
13/07/2020,VIC Market,348.5642903,348.5642903
13/07/2020,Hyundae Department,2059.875706,2059.875706
13/07/2020,Market 999,0,0
13/07/2020,Homeplus 365,0,0
13/07/2020,Emart24,12.42466228,12.42466228
13/07/2020,Mini Stop,0,0
13/07/2020,No Brand,1124.770791,1124.770791
13/07/2020,CU,211.6158192,211.6158192
13/07/2020,Shinsegae Department,505,505
13/07/2020,Sampling ,0,0
13/07/2020,Loss,0,0
13/07/2020,Wholesale,72529.75869,72529.75869
13/07/2020,E-commerce,15819.69516,15819.69516
13/07/2020,Retail,84830.32644,84830.32644
