Week,Retailer,Sales Gold NZ BL,Sales Gold NZ ZR
28/08/2017,Shinsegae Department,0,0
28/08/2017,Sampling ,982.3122449,982.3122449
28/08/2017,Loss,0,0
28/08/2017,Wholesale,64442.26239,64442.26239
28/08/2017,E-commerce,198,198
28/08/2017,Retail,49189.245,49189.245
04/09/2017,Lotte Mart,7269.434402,7269.434402
04/09/2017,Lotte super,1739.778426,1739.778426
04/09/2017,Homeplus,6267.827988,6267.827988
04/09/2017,AK Plaza,291,291
04/09/2017,GS Retail,1584,1584
04/09/2017,Lotte Department,318,318
04/09/2017,GS25,96,96
04/09/2017,Emart everyday,1096.208163,1096.208163
04/09/2017,CS Distribution,0,0
04/09/2017,Eland,610.787172,610.787172
04/09/2017,Emart,15304.34461,15304.34461
04/09/2017,Emart traders,2827.207872,2827.207872
04/09/2017,Homeplus Express,1595.236152,1595.236152
04/09/2017,Mega Mart,1003.411079,1003.411079
04/09/2017,Costco Korea,16155.38182,16155.38182
04/09/2017,VIC Market,408,408
04/09/2017,Hyundae Department,1365.860058,1365.860058
04/09/2017,Market 999,45.31213892,45.31213892
04/09/2017,Homeplus 365,14.2213829,14.2213829
04/09/2017,Emart24,31.5,31.5
04/09/2017,Mini Stop,17.8,17.8
04/09/2017,No Brand,0,0
04/09/2017,CU,0,0
04/09/2017,Shinsegae Department,0,0
04/09/2017,Sampling ,868.7,868.7
04/09/2017,Loss,0,0
04/09/2017,Wholesale,55313.39069,55313.39069
04/09/2017,E-commerce,260,260
04/09/2017,Retail,58041.31126,58041.31126
11/09/2017,Lotte Mart,7359.376093,7359.376093
11/09/2017,Lotte super,1629.982507,1629.982507
11/09/2017,Homeplus,10013.1137,10013.1137
11/09/2017,AK Plaza,158,158
11/09/2017,GS Retail,1138,1138
11/09/2017,Lotte Department,20,20
11/09/2017,GS25,97,97
11/09/2017,Emart everyday,1765.896793,1765.896793
11/09/2017,CS Distribution,0,0
11/09/2017,Eland,928.1836735,928.1836735
11/09/2017,Emart,21576.37843,21576.37843
11/09/2017,Emart traders,3047.803207,3047.803207
11/09/2017,Homeplus Express,2590.542274,2590.542274
11/09/2017,Mega Mart,270.3236152,270.3236152
11/09/2017,Costco Korea,9749.290909,9749.290909
11/09/2017,VIC Market,266,266
11/09/2017,Hyundae Department,1394.510204,1394.510204
11/09/2017,Market 999,43.97959184,43.97959184
11/09/2017,Homeplus 365,15.68804665,15.68804665
11/09/2017,Emart24,27.6,27.6
11/09/2017,Mini Stop,23.2,23.2
11/09/2017,No Brand,0,0
11/09/2017,CU,0,0
11/09/2017,Shinsegae Department,0,0
11/09/2017,Sampling ,950.9244898,950.9244898
11/09/2017,Loss,0,0
11/09/2017,Wholesale,79835.6414,79835.6414
11/09/2017,E-commerce,312,312
11/09/2017,Retail,62114.86904,62114.86904
18/09/2017,Lotte Mart,9347.827988,9347.827988
18/09/2017,Lotte super,2590.673469,2590.673469
18/09/2017,Homeplus,9889.6793,9889.6793
18/09/2017,AK Plaza,163,163
18/09/2017,GS Retail,1455,1455
18/09/2017,Lotte Department,148,148
18/09/2017,GS25,455,455
18/09/2017,Emart everyday,1607.07172,1607.07172
18/09/2017,CS Distribution,0,0
18/09/2017,Eland,2313.341108,2313.341108
18/09/2017,Emart,22115.60437,22115.60437
18/09/2017,Emart traders,3281.845481,3281.845481
18/09/2017,Homeplus Express,1392.950437,1392.950437
18/09/2017,Mega Mart,895.5218659,895.5218659
18/09/2017,Costco Korea,8677.381818,8677.381818
18/09/2017,VIC Market,223,223
18/09/2017,Hyundae Department,1262.396501,1262.396501
18/09/2017,Market 999,41.8425656,41.8425656
18/09/2017,Homeplus 365,14.77842566,14.77842566
18/09/2017,Emart24,27.1,27.1
18/09/2017,Mini Stop,12.5,12.5
18/09/2017,No Brand,0,0
18/09/2017,CU,0,0
18/09/2017,Shinsegae Department,0,0
18/09/2017,Sampling ,863.0265306,863.0265306
18/09/2017,Loss,0,0
18/09/2017,Wholesale,97278.44606,97278.44606
18/09/2017,E-commerce,718,718
18/09/2017,Retail,65914.51505,65914.51505
25/09/2017,Lotte Mart,14595.11662,14595.11662
25/09/2017,Lotte super,2199.399417,2199.399417
25/09/2017,Homeplus,11908.55102,11908.55102
25/09/2017,AK Plaza,266,266
25/09/2017,GS Retail,1942,1942
25/09/2017,Lotte Department,204,204
25/09/2017,GS25,614,614
25/09/2017,Emart everyday,4653.434402,4653.434402
25/09/2017,CS Distribution,0,0
25/09/2017,Eland,996.6180758,996.6180758
25/09/2017,Emart,25225.92128,25225.92128
25/09/2017,Emart traders,11542.44023,11542.44023
25/09/2017,Homeplus Express,4843.119534,4843.119534
25/09/2017,Mega Mart,561.3148688,561.3148688
25/09/2017,Costco Korea,16143.59091,16143.59091
25/09/2017,VIC Market,801,801
25/09/2017,Hyundae Department,1470.274052,1470.274052
25/09/2017,Market 999,43.20699708,43.20699708
25/09/2017,Homeplus 365,13.98542274,13.98542274
25/09/2017,Emart24,127,127
25/09/2017,Mini Stop,15,15
25/09/2017,No Brand,0,0
25/09/2017,CU,0,0
25/09/2017,Shinsegae Department,0,0
25/09/2017,Sampling ,1193,1193
25/09/2017,Loss,0,0
25/09/2017,Wholesale,81687.70845,81687.70845
25/09/2017,E-commerce,1079,1079
25/09/2017,Retail,98165.97283,98165.97283
02/10/2017,Lotte Mart,5630.419825,5630.419825
02/10/2017,Lotte super,838.0029155,838.0029155
02/10/2017,Homeplus,7411.693878,7411.693878
02/10/2017,AK Plaza,140,140
02/10/2017,GS Retail,984,984
02/10/2017,Lotte Department,0,0
02/10/2017,GS25,99,99
02/10/2017,Emart everyday,608.2623907,608.2623907
02/10/2017,CS Distribution,0,0
02/10/2017,Eland,591.8367347,591.8367347
02/10/2017,Emart,8770.154111,8770.154111
02/10/2017,Emart traders,1690.723032,1690.723032
02/10/2017,Homeplus Express,1773.997085,1773.997085
02/10/2017,Mega Mart,301.3848397,301.3848397
02/10/2017,Costco Korea,14997.29091,14997.29091
02/10/2017,VIC Market,166,166
02/10/2017,Hyundae Department,898.3906706,898.3906706
02/10/2017,Market 999,28.65306122,28.65306122
02/10/2017,Homeplus 365,7.618075802,7.618075802
02/10/2017,Emart24,9,9
02/10/2017,Mini Stop,3,3
02/10/2017,No Brand,0,0
02/10/2017,CU,0,0
02/10/2017,Shinsegae Department,0,0
02/10/2017,Sampling ,300.5918367,300.5918367
02/10/2017,Loss,0,0
02/10/2017,Wholesale,13608.6793,13608.6793
02/10/2017,E-commerce,1,1
02/10/2017,Retail,44949.42753,44949.42753
09/10/2017,Lotte Mart,7679.577259,7679.577259
09/10/2017,Lotte super,3681.428571,3681.428571
09/10/2017,Homeplus,7779.702624,7779.702624
09/10/2017,AK Plaza,124,124
09/10/2017,GS Retail,1843,1843
09/10/2017,Lotte Department,384,384
09/10/2017,GS25,103,103
09/10/2017,Emart everyday,1486.689504,1486.689504
09/10/2017,CS Distribution,0,0
09/10/2017,Eland,971.755102,971.755102
09/10/2017,Emart,8403.102041,8403.102041
09/10/2017,Emart traders,865.7609329,865.7609329
09/10/2017,Homeplus Express,1561.895044,1561.895044
09/10/2017,Mega Mart,241.7959184,241.7959184
09/10/2017,Costco Korea,950.1818182,950.1818182
09/10/2017,VIC Market,226,226
09/10/2017,Hyundae Department,1097.212828,1097.212828
09/10/2017,Market 999,16.58309038,16.58309038
09/10/2017,Homeplus 365,13.66472303,13.66472303
09/10/2017,Emart24,14.5,14.5
09/10/2017,Mini Stop,12,12
09/10/2017,No Brand,0,0
09/10/2017,CU,0,0
09/10/2017,Shinsegae Department,0,0
09/10/2017,Sampling ,827.8163265,827.8163265
09/10/2017,Loss,23480.36697,23480.36697
09/10/2017,Wholesale,78560.26822,78560.26822
09/10/2017,E-commerce,407,407
09/10/2017,Retail,37455.84946,37455.84946
16/10/2017,Lotte Mart,6068.71137,6068.71137
16/10/2017,Lotte super,1143.440233,1143.440233
16/10/2017,Homeplus,7512.938776,7512.938776
16/10/2017,AK Plaza,129,129
16/10/2017,GS Retail,1030,1030
16/10/2017,Lotte Department,229,229
16/10/2017,GS25,77,77
16/10/2017,Emart everyday,2284.529039,2284.529039
16/10/2017,CS Distribution,0,0
16/10/2017,Eland,2871.80758,2871.80758
16/10/2017,Emart,20772.00475,20772.00475
16/10/2017,Emart traders,4782.48998,4782.48998
16/10/2017,Homeplus Express,1315.011662,1315.011662
16/10/2017,Mega Mart,278.0758017,278.0758017
16/10/2017,Costco Korea,0,0
16/10/2017,VIC Market,202,202
16/10/2017,Hyundae Department,1446.618076,1446.618076
16/10/2017,Market 999,40.17492711,40.17492711
16/10/2017,Homeplus 365,4.16909621,4.16909621
16/10/2017,Emart24,10.3,10.3
16/10/2017,Mini Stop,6,6
16/10/2017,No Brand,0,0
16/10/2017,CU,0,0
16/10/2017,Shinsegae Department,0,0
16/10/2017,Sampling ,775.6734694,775.6734694
16/10/2017,Loss,2813.267946,2813.267946
16/10/2017,Wholesale,28321.33236,28321.33236
16/10/2017,E-commerce,196,196
16/10/2017,Retail,50203.27129,50203.27129
23/10/2017,Lotte Mart,6223.457726,6223.457726
23/10/2017,Lotte super,1558.41691,1558.41691
23/10/2017,Homeplus,7811.134111,7811.134111
23/10/2017,AK Plaza,95,95
23/10/2017,GS Retail,397,397
23/10/2017,Lotte Department,262,262
23/10/2017,GS25,83,83
23/10/2017,Emart everyday,1351.148688,1351.148688
23/10/2017,CS Distribution,0,0
23/10/2017,Eland,2478.716757,2478.716757
23/10/2017,Emart,11421.82311,11421.82311
23/10/2017,Emart traders,2771.54519,2771.54519
23/10/2017,Homeplus Express,2384.241983,2384.241983
23/10/2017,Mega Mart,702.0991254,702.0991254
23/10/2017,Costco Korea,14590.537,14590.537
23/10/2017,VIC Market,246,246
23/10/2017,Hyundae Department,2040.058309,2040.058309
23/10/2017,Market 999,41.66180758,41.66180758
23/10/2017,Homeplus 365,0.379008746,0.379008746
23/10/2017,Emart24,9.3,9.3
23/10/2017,Mini Stop,2.6,2.6
23/10/2017,No Brand,0,0
23/10/2017,CU,0,0
23/10/2017,Shinsegae Department,0,0
23/10/2017,Sampling ,771.1428571,771.1428571
23/10/2017,Loss,9933,9933
23/10/2017,Wholesale,27195.66433,27195.66433
23/10/2017,E-commerce,181,181
23/10/2017,Retail,54470.11973,54470.11973
30/10/2017,Lotte Mart,0,0
30/10/2017,Lotte super,0,0
30/10/2017,Homeplus,0,0
30/10/2017,AK Plaza,0,0
30/10/2017,GS Retail,0,0
30/10/2017,Lotte Department,0,0
30/10/2017,GS25,0,0
30/10/2017,Emart everyday,0,0
30/10/2017,CS Distribution,0,0
30/10/2017,Eland,0,0
30/10/2017,Emart,0,0
30/10/2017,Emart traders,0,0
30/10/2017,Homeplus Express,0,0
30/10/2017,Mega Mart,0,0
30/10/2017,Costco Korea,0,0
30/10/2017,VIC Market,0,0
30/10/2017,Hyundae Department,0,0
30/10/2017,Market 999,0,0
30/10/2017,Homeplus 365,0,0
30/10/2017,Emart24,0,0
30/10/2017,Mini Stop,0,0
30/10/2017,No Brand,0,0
30/10/2017,CU,0,0
30/10/2017,Shinsegae Department,0,0
30/10/2017,Sampling ,0,0
30/10/2017,Loss,0,0
30/10/2017,Wholesale,0,0
30/10/2017,E-commerce,0,0
30/10/2017,Retail,0,0
06/11/2017,Lotte Mart,0,0
06/11/2017,Lotte super,0,0
06/11/2017,Homeplus,0,0
06/11/2017,AK Plaza,0,0
06/11/2017,GS Retail,0,0
06/11/2017,Lotte Department,0,0
06/11/2017,GS25,0,0
06/11/2017,Emart everyday,0,0
06/11/2017,CS Distribution,0,0
06/11/2017,Eland,0,0
06/11/2017,Emart,0,0
06/11/2017,Emart traders,0,0
06/11/2017,Homeplus Express,0,0
06/11/2017,Mega Mart,0,0
06/11/2017,Costco Korea,0,0
06/11/2017,VIC Market,0,0
06/11/2017,Hyundae Department,0,0
06/11/2017,Market 999,0,0
06/11/2017,Homeplus 365,0,0
06/11/2017,Emart24,0,0
06/11/2017,Mini Stop,0,0
06/11/2017,No Brand,0,0
06/11/2017,CU,0,0
06/11/2017,Shinsegae Department,0,0
06/11/2017,Sampling ,0,0
06/11/2017,Loss,0,0
06/11/2017,Wholesale,0,0
06/11/2017,E-commerce,0,0
06/11/2017,Retail,0,0
13/11/2017,Lotte Mart,0,0
13/11/2017,Lotte super,0,0
13/11/2017,Homeplus,0,0
13/11/2017,AK Plaza,0,0
13/11/2017,GS Retail,0,0
13/11/2017,Lotte Department,0,0
13/11/2017,GS25,0,0
13/11/2017,Emart everyday,0,0
13/11/2017,CS Distribution,0,0
13/11/2017,Eland,0,0
13/11/2017,Emart,0,0
13/11/2017,Emart traders,0,0
13/11/2017,Homeplus Express,0,0
13/11/2017,Mega Mart,0,0
13/11/2017,Costco Korea,0,0
13/11/2017,VIC Market,0,0
13/11/2017,Hyundae Department,0,0
13/11/2017,Market 999,0,0
13/11/2017,Homeplus 365,0,0
13/11/2017,Emart24,0,0
13/11/2017,Mini Stop,0,0
13/11/2017,No Brand,0,0
13/11/2017,CU,0,0
13/11/2017,Shinsegae Department,0,0
13/11/2017,Sampling ,0,0
13/11/2017,Loss,0,0
13/11/2017,Wholesale,0,0
13/11/2017,E-commerce,0,0
13/11/2017,Retail,0,0
20/11/2017,Lotte Mart,0,0
20/11/2017,Lotte super,0,0
20/11/2017,Homeplus,0,0
20/11/2017,AK Plaza,0,0
20/11/2017,GS Retail,0,0
20/11/2017,Lotte Department,0,0
20/11/2017,GS25,0,0
20/11/2017,Emart everyday,0,0
20/11/2017,CS Distribution,0,0
20/11/2017,Eland,0,0
20/11/2017,Emart,0,0
20/11/2017,Emart traders,0,0
20/11/2017,Homeplus Express,0,0
20/11/2017,Mega Mart,0,0
20/11/2017,Costco Korea,0,0
20/11/2017,VIC Market,0,0
20/11/2017,Hyundae Department,0,0
20/11/2017,Market 999,0,0
20/11/2017,Homeplus 365,0,0
20/11/2017,Emart24,0,0
20/11/2017,Mini Stop,0,0
20/11/2017,No Brand,0,0
20/11/2017,CU,0,0
20/11/2017,Shinsegae Department,0,0
20/11/2017,Sampling ,0,0
20/11/2017,Loss,0,0
20/11/2017,Wholesale,0,0
20/11/2017,E-commerce,0,0
20/11/2017,Retail,0,0
27/11/2017,Lotte Mart,A,0
27/11/2017,Lotte super,A,0
27/11/2017,Homeplus,A,0
27/11/2017,AK Plaza,A,0
27/11/2017,GS Retail,A,0
27/11/2017,Lotte Department,A,0
27/11/2017,GS25,A,0
27/11/2017,Emart everyday,A,0
27/11/2017,CS Distribution,A,0
27/11/2017,Eland,A,0
27/11/2017,Emart,A,0
27/11/2017,Emart traders,A,0
27/11/2017,Homeplus Express,A,0
27/11/2017,Mega Mart,A,0
27/11/2017,Costco Korea,A,0
27/11/2017,VIC Market,A,0
27/11/2017,Hyundae Department,A,0
27/11/2017,Market 999,A,0
27/11/2017,Homeplus 365,A,0
27/11/2017,Emart24,A,0
27/11/2017,Mini Stop,A,0
27/11/2017,No Brand,A,0
27/11/2017,CU,A,0
27/11/2017,Shinsegae Department,A,0
27/11/2017,Sampling ,A,0
27/11/2017,Loss,A,0
27/11/2017,Wholesale,A,0
27/11/2017,E-commerce,A,0
27/11/2017,Retail,A,0
04/12/2017,Lotte Mart,A,0
04/12/2017,Lotte super,A,0
04/12/2017,Homeplus,A,0
04/12/2017,AK Plaza,A,0
04/12/2017,GS Retail,A,0
04/12/2017,Lotte Department,A,0
04/12/2017,GS25,A,0
04/12/2017,Emart everyday,A,0
04/12/2017,CS Distribution,A,0
04/12/2017,Eland,A,0
04/12/2017,Emart,A,0
04/12/2017,Emart traders,A,0
04/12/2017,Homeplus Express,A,0
04/12/2017,Mega Mart,A,0
04/12/2017,Costco Korea,A,0
04/12/2017,VIC Market,A,0
04/12/2017,Hyundae Department,A,0
04/12/2017,Market 999,A,0
04/12/2017,Homeplus 365,A,0
04/12/2017,Emart24,A,0
04/12/2017,Mini Stop,A,0
04/12/2017,No Brand,A,0
04/12/2017,CU,A,0
04/12/2017,Shinsegae Department,A,0
04/12/2017,Sampling ,A,0
04/12/2017,Loss,A,0
04/12/2017,Wholesale,A,0
04/12/2017,E-commerce,A,0
04/12/2017,Retail,A,0
11/12/2017,Lotte Mart,A,0
11/12/2017,Lotte super,A,0
11/12/2017,Homeplus,A,0
11/12/2017,AK Plaza,A,0
11/12/2017,GS Retail,A,0
11/12/2017,Lotte Department,A,0
11/12/2017,GS25,A,0
11/12/2017,Emart everyday,A,0
11/12/2017,CS Distribution,A,0
11/12/2017,Eland,A,0
11/12/2017,Emart,A,0
11/12/2017,Emart traders,A,0
11/12/2017,Homeplus Express,A,0
11/12/2017,Mega Mart,A,0
11/12/2017,Costco Korea,A,0
11/12/2017,VIC Market,A,0
11/12/2017,Hyundae Department,A,0
11/12/2017,Market 999,A,0
11/12/2017,Homeplus 365,A,0
11/12/2017,Emart24,A,0
11/12/2017,Mini Stop,A,0
11/12/2017,No Brand,A,0
11/12/2017,CU,A,0
11/12/2017,Shinsegae Department,A,0
11/12/2017,Sampling ,A,0
11/12/2017,Loss,A,0
11/12/2017,Wholesale,A,0
11/12/2017,E-commerce,A,0
11/12/2017,Retail,A,0
18/12/2017,Lotte Mart,A,0
18/12/2017,Lotte super,A,0
18/12/2017,Homeplus,A,0
18/12/2017,AK Plaza,A,0
18/12/2017,GS Retail,A,0
18/12/2017,Lotte Department,A,0
18/12/2017,GS25,A,0
18/12/2017,Emart everyday,A,0
18/12/2017,CS Distribution,A,0
18/12/2017,Eland,A,0
18/12/2017,Emart,A,0
18/12/2017,Emart traders,A,0
18/12/2017,Homeplus Express,A,0
18/12/2017,Mega Mart,A,0
18/12/2017,Costco Korea,A,0
18/12/2017,VIC Market,A,0
18/12/2017,Hyundae Department,A,0
18/12/2017,Market 999,A,0
18/12/2017,Homeplus 365,A,0
18/12/2017,Emart24,A,0
18/12/2017,Mini Stop,A,0
18/12/2017,No Brand,A,0
18/12/2017,CU,A,0
18/12/2017,Shinsegae Department,A,0
18/12/2017,Sampling ,A,0
18/12/2017,Loss,A,0
18/12/2017,Wholesale,A,0
18/12/2017,E-commerce,A,0
18/12/2017,Retail,A,0
25/12/2017,Lotte Mart,A,0
25/12/2017,Lotte super,A,0
25/12/2017,Homeplus,A,0
25/12/2017,AK Plaza,A,0
25/12/2017,GS Retail,A,0
25/12/2017,Lotte Department,A,0
25/12/2017,GS25,A,0
25/12/2017,Emart everyday,A,0
25/12/2017,CS Distribution,A,0
25/12/2017,Eland,A,0
25/12/2017,Emart,A,0
25/12/2017,Emart traders,A,0
25/12/2017,Homeplus Express,A,0
25/12/2017,Mega Mart,A,0
25/12/2017,Costco Korea,A,0
25/12/2017,VIC Market,A,0
25/12/2017,Hyundae Department,A,0
25/12/2017,Market 999,A,0
25/12/2017,Homeplus 365,A,0
25/12/2017,Emart24,A,0
25/12/2017,Mini Stop,A,0
25/12/2017,No Brand,A,0
25/12/2017,CU,A,0
25/12/2017,Shinsegae Department,A,0
25/12/2017,Sampling ,A,0
25/12/2017,Loss,A,0
25/12/2017,Wholesale,A,0
25/12/2017,E-commerce,A,0
25/12/2017,Retail,A,0
01/01/2018,Lotte Mart,A,0
01/01/2018,Lotte super,A,0
01/01/2018,Homeplus,A,0
01/01/2018,AK Plaza,A,0
01/01/2018,GS Retail,A,0
01/01/2018,Lotte Department,A,0
01/01/2018,GS25,A,0
01/01/2018,Emart everyday,A,0
01/01/2018,CS Distribution,A,0
01/01/2018,Eland,A,0
01/01/2018,Emart,A,0
01/01/2018,Emart traders,A,0
01/01/2018,Homeplus Express,A,0
01/01/2018,Mega Mart,A,0
01/01/2018,Costco Korea,A,0
01/01/2018,VIC Market,A,0
01/01/2018,Hyundae Department,A,0
01/01/2018,Market 999,A,0
01/01/2018,Homeplus 365,A,0
01/01/2018,Emart24,A,0
01/01/2018,Mini Stop,A,0
01/01/2018,No Brand,A,0
01/01/2018,CU,A,0
01/01/2018,Shinsegae Department,A,0
01/01/2018,Sampling ,A,0
01/01/2018,Loss,A,0
01/01/2018,Wholesale,A,0
01/01/2018,E-commerce,A,0
01/01/2018,Retail,A,0
08/01/2018,Lotte Mart,A,0
08/01/2018,Lotte super,A,0
08/01/2018,Homeplus,A,0
08/01/2018,AK Plaza,A,0
08/01/2018,GS Retail,A,0
08/01/2018,Lotte Department,A,0
08/01/2018,GS25,A,0
08/01/2018,Emart everyday,A,0
08/01/2018,CS Distribution,A,0
08/01/2018,Eland,A,0
08/01/2018,Emart,A,0
08/01/2018,Emart traders,A,0
08/01/2018,Homeplus Express,A,0
08/01/2018,Mega Mart,A,0
08/01/2018,Costco Korea,A,0
08/01/2018,VIC Market,A,0
08/01/2018,Hyundae Department,A,0
08/01/2018,Market 999,A,0
08/01/2018,Homeplus 365,A,0
08/01/2018,Emart24,A,0
08/01/2018,Mini Stop,A,0
08/01/2018,No Brand,A,0
08/01/2018,CU,A,0
08/01/2018,Shinsegae Department,A,0
08/01/2018,Sampling ,A,0
08/01/2018,Loss,A,0
08/01/2018,Wholesale,A,0
08/01/2018,E-commerce,A,0
08/01/2018,Retail,A,0
15/01/2018,Lotte Mart,A,0
15/01/2018,Lotte super,A,0
15/01/2018,Homeplus,A,0
15/01/2018,AK Plaza,A,0
15/01/2018,GS Retail,A,0
15/01/2018,Lotte Department,A,0
15/01/2018,GS25,A,0
15/01/2018,Emart everyday,A,0
15/01/2018,CS Distribution,A,0
15/01/2018,Eland,A,0
15/01/2018,Emart,A,0
15/01/2018,Emart traders,A,0
15/01/2018,Homeplus Express,A,0
15/01/2018,Mega Mart,A,0
15/01/2018,Costco Korea,A,0
15/01/2018,VIC Market,A,0
15/01/2018,Hyundae Department,A,0
15/01/2018,Market 999,A,0
15/01/2018,Homeplus 365,A,0
15/01/2018,Emart24,A,0
15/01/2018,Mini Stop,A,0
15/01/2018,No Brand,A,0
15/01/2018,CU,A,0
15/01/2018,Shinsegae Department,A,0
15/01/2018,Sampling ,A,0
15/01/2018,Loss,A,0
15/01/2018,Wholesale,A,0
15/01/2018,E-commerce,A,0
15/01/2018,Retail,A,0
22/01/2018,Lotte Mart,A,0
22/01/2018,Lotte super,A,0
22/01/2018,Homeplus,A,0
22/01/2018,AK Plaza,A,0
22/01/2018,GS Retail,A,0
22/01/2018,Lotte Department,A,0
22/01/2018,GS25,A,0
22/01/2018,Emart everyday,A,0
22/01/2018,CS Distribution,A,0
22/01/2018,Eland,A,0
22/01/2018,Emart,A,0
22/01/2018,Emart traders,A,0
22/01/2018,Homeplus Express,A,0
22/01/2018,Mega Mart,A,0
22/01/2018,Costco Korea,A,0
22/01/2018,VIC Market,A,0
22/01/2018,Hyundae Department,A,0
22/01/2018,Market 999,A,0
22/01/2018,Homeplus 365,A,0
22/01/2018,Emart24,A,0
22/01/2018,Mini Stop,A,0
22/01/2018,No Brand,A,0
22/01/2018,CU,A,0
22/01/2018,Shinsegae Department,A,0
22/01/2018,Sampling ,A,0
22/01/2018,Loss,A,0
22/01/2018,Wholesale,A,0
22/01/2018,E-commerce,A,0
22/01/2018,Retail,A,0
29/01/2018,Lotte Mart,A,0
29/01/2018,Lotte super,A,0
29/01/2018,Homeplus,A,0
29/01/2018,AK Plaza,A,0
29/01/2018,GS Retail,A,0
29/01/2018,Lotte Department,A,0
29/01/2018,GS25,A,0
29/01/2018,Emart everyday,A,0
29/01/2018,CS Distribution,A,0
29/01/2018,Eland,A,0
29/01/2018,Emart,A,0
29/01/2018,Emart traders,A,0
29/01/2018,Homeplus Express,A,0
29/01/2018,Mega Mart,A,0
29/01/2018,Costco Korea,A,0
29/01/2018,VIC Market,A,0
29/01/2018,Hyundae Department,A,0
29/01/2018,Market 999,A,0
29/01/2018,Homeplus 365,A,0
29/01/2018,Emart24,A,0
29/01/2018,Mini Stop,A,0
29/01/2018,No Brand,A,0
29/01/2018,CU,A,0
29/01/2018,Shinsegae Department,A,0
29/01/2018,Sampling ,A,0
29/01/2018,Loss,A,0
29/01/2018,Wholesale,A,0
29/01/2018,E-commerce,A,0
29/01/2018,Retail,A,0
05/02/2018,Lotte Mart,A,0
05/02/2018,Lotte super,A,0
05/02/2018,Homeplus,A,0
05/02/2018,AK Plaza,A,0
05/02/2018,GS Retail,A,0
05/02/2018,Lotte Department,A,0
05/02/2018,GS25,A,0
05/02/2018,Emart everyday,A,0
05/02/2018,CS Distribution,A,0
05/02/2018,Eland,A,0
05/02/2018,Emart,A,0
05/02/2018,Emart traders,A,0
05/02/2018,Homeplus Express,A,0
05/02/2018,Mega Mart,A,0
05/02/2018,Costco Korea,A,0
05/02/2018,VIC Market,A,0
05/02/2018,Hyundae Department,A,0
05/02/2018,Market 999,A,0
05/02/2018,Homeplus 365,A,0
05/02/2018,Emart24,A,0
05/02/2018,Mini Stop,A,0
05/02/2018,No Brand,A,0
05/02/2018,CU,A,0
05/02/2018,Shinsegae Department,A,0
05/02/2018,Sampling ,A,0
05/02/2018,Loss,A,0
05/02/2018,Wholesale,A,0
05/02/2018,E-commerce,A,0
05/02/2018,Retail,A,0
12/02/2018,Lotte Mart,A,0
12/02/2018,Lotte super,A,0
12/02/2018,Homeplus,A,0
12/02/2018,AK Plaza,A,0
12/02/2018,GS Retail,A,0
12/02/2018,Lotte Department,A,0
12/02/2018,GS25,A,0
12/02/2018,Emart everyday,A,0
12/02/2018,CS Distribution,A,0
12/02/2018,Eland,A,0
12/02/2018,Emart,A,0
12/02/2018,Emart traders,A,0
12/02/2018,Homeplus Express,A,0
12/02/2018,Mega Mart,A,0
12/02/2018,Costco Korea,A,0
12/02/2018,VIC Market,A,0
12/02/2018,Hyundae Department,A,0
12/02/2018,Market 999,A,0
12/02/2018,Homeplus 365,A,0
12/02/2018,Emart24,A,0
12/02/2018,Mini Stop,A,0
12/02/2018,No Brand,A,0
12/02/2018,CU,A,0
12/02/2018,Shinsegae Department,A,0
12/02/2018,Sampling ,A,0
12/02/2018,Loss,A,0
12/02/2018,Wholesale,A,0
12/02/2018,E-commerce,A,0
12/02/2018,Retail,A,0
19/02/2018,Lotte Mart,A,0
19/02/2018,Lotte super,A,0
19/02/2018,Homeplus,A,0
19/02/2018,AK Plaza,A,0
19/02/2018,GS Retail,A,0
19/02/2018,Lotte Department,A,0
19/02/2018,GS25,A,0
19/02/2018,Emart everyday,A,0
19/02/2018,CS Distribution,A,0
19/02/2018,Eland,A,0
19/02/2018,Emart,A,0
19/02/2018,Emart traders,A,0
19/02/2018,Homeplus Express,A,0
19/02/2018,Mega Mart,A,0
