country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
JP,Japan,Ibaraki,,,JP-08,,25-03-2020,5,7,45,-12,-3,2
JP,Japan,Ibaraki,,,JP-08,,26-03-2020,6,11,35,-14,-4,3
JP,Japan,Ibaraki,,,JP-08,,27-03-2020,-3,8,21,-20,-5,5
JP,Japan,Ibaraki,,,JP-08,,28-03-2020,-12,1,-29,-36,-5,7
JP,Japan,Ibaraki,,,JP-08,,29-03-2020,-31,-16,-60,-51,-10,10
JP,Japan,Ibaraki,,,JP-08,,30-03-2020,-1,3,5,-20,-6,5
JP,Japan,Ibaraki,,,JP-08,,31-03-2020,0,6,7,-22,-5,4
JP,Japan,Ibaraki,,,JP-08,,01-04-2020,-14,-2,-25,-29,-7,6
JP,Japan,Ibaraki,,,JP-08,,02-04-2020,-7,5,6,-26,-8,6
JP,Japan,Ibaraki,,,JP-08,,03-04-2020,-11,6,30,-28,-8,7
JP,Japan,Ibaraki,,,JP-08,,04-04-2020,-17,4,20,-39,-10,8
JP,Japan,Ibaraki,,,JP-08,,05-04-2020,-25,-1,-24,-44,-11,9
JP,Japan,Ibaraki,,,JP-08,,06-04-2020,-10,4,11,-24,-8,6
JP,Japan,Ibaraki,,,JP-08,,07-04-2020,-7,4,10,-29,-12,7
JP,Japan,Ibaraki,,,JP-08,,08-04-2020,-14,1,23,-32,-10,7
JP,Japan,Ibaraki,,,JP-08,,09-04-2020,-17,-2,-4,-35,-11,8
JP,Japan,Ibaraki,,,JP-08,,10-04-2020,-17,4,5,-38,-12,9
JP,Japan,Ibaraki,,,JP-08,,11-04-2020,-20,2,8,-48,-17,10
JP,Japan,Ibaraki,,,JP-08,,12-04-2020,-30,-4,-19,-55,-15,11
JP,Japan,Ibaraki,,,JP-08,,13-04-2020,-39,-23,-55,-46,-15,13
JP,Japan,Ibaraki,,,JP-08,,14-04-2020,-12,5,1,-41,-13,9
JP,Japan,Ibaraki,,,JP-08,,15-04-2020,-13,8,26,-40,-14,9
JP,Japan,Ibaraki,,,JP-08,,16-04-2020,-16,3,-9,-44,-15,11
JP,Japan,Ibaraki,,,JP-08,,17-04-2020,-19,7,4,-47,-16,12
JP,Japan,Ibaraki,,,JP-08,,18-04-2020,-51,-28,-69,-70,-26,18
JP,Japan,Ibaraki,,,JP-08,,19-04-2020,-29,1,11,-53,-17,10
JP,Japan,Ibaraki,,,JP-08,,20-04-2020,-30,-10,-46,-50,-18,13
JP,Japan,Ibaraki,,,JP-08,,21-04-2020,-21,-1,1,-47,-19,12
JP,Japan,Ibaraki,,,JP-08,,22-04-2020,-26,-4,4,-48,-20,13
JP,Japan,Ibaraki,,,JP-08,,23-04-2020,-24,-3,6,-47,-20,13
JP,Japan,Ibaraki,,,JP-08,,24-04-2020,-30,-3,-7,-50,-21,15
JP,Japan,Ibaraki,,,JP-08,,25-04-2020,-33,-4,-10,-56,-21,13
JP,Japan,Ibaraki,,,JP-08,,26-04-2020,-38,-8,-3,-59,-21,12
JP,Japan,Ibaraki,,,JP-08,,27-04-2020,-26,-7,-23,-48,-21,13
JP,Japan,Ibaraki,,,JP-08,,28-04-2020,-18,0,-6,-48,-22,12
JP,Japan,Ibaraki,,,JP-08,,29-04-2020,-14,-6,35,-64,-61,21
JP,Japan,Ibaraki,,,JP-08,,30-04-2020,-17,2,5,-52,-30,16
JP,Japan,Ibaraki,,,JP-08,,01-05-2020,-23,1,12,-56,-34,19
JP,Japan,Ibaraki,,,JP-08,,02-05-2020,-35,-7,-11,-61,-27,14
JP,Japan,Ibaraki,,,JP-08,,03-05-2020,-38,-7,-5,-60,-25,11
JP,Japan,Ibaraki,,,JP-08,,04-05-2020,-9,-8,-1,-68,-72,29
JP,Japan,Ibaraki,,,JP-08,,05-05-2020,-7,-4,25,-66,-72,29
JP,Japan,Ibaraki,,,JP-08,,06-05-2020,-23,-16,-29,-72,-70,31
JP,Japan,Ibaraki,,,JP-08,,07-05-2020,-20,0,2,-47,-22,13
JP,Japan,Ibaraki,,,JP-08,,08-05-2020,-25,-2,10,-49,-23,15
JP,Japan,Ibaraki,,,JP-08,,09-05-2020,-30,-6,-16,-57,-15,12
JP,Japan,Ibaraki,,,JP-08,,10-05-2020,-29,-5,-28,-60,-18,11
JP,Japan,Ibaraki,,,JP-08,,11-05-2020,-23,-4,-3,-43,-17,11
JP,Japan,Ibaraki,,,JP-08,,12-05-2020,-21,-2,0,-46,-18,11
JP,Japan,Ibaraki,,,JP-08,,13-05-2020,-21,-3,10,-47,-19,12
JP,Japan,Ibaraki,,,JP-08,,14-05-2020,-19,-2,3,-46,-19,11
JP,Japan,Ibaraki,,,JP-08,,15-05-2020,-22,1,5,-47,-19,13
JP,Japan,Ibaraki,,,JP-08,,16-05-2020,-29,-10,-48,-59,-18,13
JP,Japan,Ibaraki,,,JP-08,,17-05-2020,-23,-1,7,-50,-15,9
JP,Japan,Ibaraki,,,JP-08,,18-05-2020,-17,-4,-17,-43,-15,10
JP,Japan,Ibaraki,,,JP-08,,19-05-2020,-21,-8,-40,-48,-17,13
JP,Japan,Ibaraki,,,JP-08,,20-05-2020,-14,3,-14,-43,-15,11
JP,Japan,Ibaraki,,,JP-08,,21-05-2020,-13,0,-13,-43,-16,11
JP,Japan,Ibaraki,,,JP-08,,22-05-2020,-20,-4,-23,-45,-16,13
JP,Japan,Ibaraki,,,JP-08,,23-05-2020,-16,-2,-29,-50,-16,11
JP,Japan,Ibaraki,,,JP-08,,24-05-2020,-16,0,22,-42,-12,8
JP,Japan,Ibaraki,,,JP-08,,25-05-2020,-9,1,4,-33,-13,8
JP,Japan,Ibaraki,,,JP-08,,26-05-2020,-9,0,-8,-36,-13,9
JP,Japan,Ibaraki,,,JP-08,,27-05-2020,-8,3,16,-34,-12,8
JP,Japan,Ibaraki,,,JP-08,,28-05-2020,-8,2,4,-34,-13,9
JP,Japan,Ibaraki,,,JP-08,,29-05-2020,-12,2,6,-36,-13,10
JP,Japan,Ibaraki,,,JP-08,,30-05-2020,-9,3,1,-38,-11,8
JP,Japan,Ibaraki,,,JP-08,,31-05-2020,-12,2,5,-36,-9,7
JP,Japan,Ibaraki,,,JP-08,,01-06-2020,-11,-2,-16,-27,-7,7
JP,Japan,Ibaraki,,,JP-08,,02-06-2020,-8,0,2,-29,-9,7
JP,Japan,Ibaraki,,,JP-08,,03-06-2020,-9,2,15,-29,-9,7
JP,Japan,Ibaraki,,,JP-08,,04-06-2020,-8,1,2,-29,-10,7
JP,Japan,Ibaraki,,,JP-08,,05-06-2020,-11,2,4,-30,-11,8
JP,Japan,Ibaraki,,,JP-08,,06-06-2020,-8,1,-3,-36,-13,7
JP,Japan,Ibaraki,,,JP-08,,07-06-2020,-7,4,14,-33,-10,6
JP,Japan,Ibaraki,,,JP-08,,08-06-2020,-8,-2,-1,-24,-8,6
JP,Japan,Ibaraki,,,JP-08,,09-06-2020,-6,1,2,-26,-8,6
JP,Japan,Ibaraki,,,JP-08,,10-06-2020,-5,4,11,-25,-8,5
JP,Japan,Ibaraki,,,JP-08,,11-06-2020,-10,-4,-23,-26,-9,7
JP,Japan,Ibaraki,,,JP-08,,12-06-2020,-10,0,-10,-29,-12,8
JP,Japan,Ibaraki,,,JP-08,,13-06-2020,-11,-7,-50,-42,-17,9
JP,Japan,Ibaraki,,,JP-08,,14-06-2020,-6,2,-22,-36,-10,6
JP,Japan,Ibaraki,,,JP-08,,15-06-2020,-3,2,-4,-22,-8,5
JP,Japan,Ibaraki,,,JP-08,,16-06-2020,-5,2,-1,-23,-7,5
JP,Japan,Ibaraki,,,JP-08,,17-06-2020,-4,3,18,-22,-8,5
JP,Japan,Ibaraki,,,JP-08,,18-06-2020,-4,0,0,-23,-8,5
JP,Japan,Ibaraki,,,JP-08,,19-06-2020,-9,-5,-32,-27,-12,9
JP,Japan,Ibaraki,,,JP-08,,20-06-2020,1,7,11,-22,-10,4
JP,Japan,Ibaraki,,,JP-08,,21-06-2020,-1,5,11,-23,-8,4
JP,Japan,Ibaraki,,,JP-08,,22-06-2020,-10,-8,-29,-22,-9,6
JP,Japan,Ibaraki,,,JP-08,,23-06-2020,-3,1,-9,-20,-8,5
JP,Japan,Ibaraki,,,JP-08,,24-06-2020,-4,1,14,-20,-7,5
JP,Japan,Ibaraki,,,JP-08,,25-06-2020,-4,1,-20,-20,-9,6
JP,Japan,Ibaraki,,,JP-08,,26-06-2020,-6,2,7,-21,-10,6
JP,Japan,Ibaraki,,,JP-08,,27-06-2020,-2,5,9,-21,-13,5
JP,Japan,Ibaraki,,,JP-08,,28-06-2020,-12,-3,-36,-35,-12,7
JP,Japan,Ibaraki,,,JP-08,,29-06-2020,-4,-1,3,-18,-6,4
JP,Japan,Ibaraki,,,JP-08,,30-06-2020,-4,-1,-20,-22,-6,5
JP,Japan,Ibaraki,,,JP-08,,01-07-2020,-7,0,-17,-24,-7,6
JP,Japan,Ibaraki,,,JP-08,,02-07-2020,-3,2,-1,-19,-7,5
JP,Japan,Ibaraki,,,JP-08,,03-07-2020,-8,-1,-4,-23,-8,6
JP,Japan,Ibaraki,,,JP-08,,04-07-2020,-5,-2,-31,-33,-12,7
JP,Japan,Ibaraki,,,JP-08,,05-07-2020,-6,2,-9,-29,-9,5
JP,Japan,Ibaraki,,,JP-08,,06-07-2020,-11,-7,-33,-21,-8,6
JP,Japan,Ibaraki,,,JP-08,,07-07-2020,-4,1,-15,-22,-8,5
JP,Japan,Ibaraki,,,JP-08,,08-07-2020,-7,0,-1,-22,-8,5
JP,Japan,Ibaraki,,,JP-08,,09-07-2020,-6,-1,-26,-22,-9,6
JP,Japan,Ibaraki,,,JP-08,,10-07-2020,-6,3,-3,-22,-9,6
JP,Japan,Ibaraki,,,JP-08,,11-07-2020,-5,2,-13,-30,-13,6
JP,Japan,Ibaraki,,,JP-08,,12-07-2020,-7,3,8,-27,-9,4
JP,Japan,Ibaraki,,,JP-08,,13-07-2020,-6,-3,-6,-18,-7,5
JP,Japan,Ibaraki,,,JP-08,,14-07-2020,-7,-4,-24,-24,-9,6
JP,Japan,Ibaraki,,,JP-08,,15-07-2020,-3,2,-5,-21,-7,5
JP,Japan,Ibaraki,,,JP-08,,16-07-2020,-2,2,-2,-22,-9,5
JP,Japan,Ibaraki,,,JP-08,,17-07-2020,-9,-1,-17,-26,-11,7
JP,Japan,Ibaraki,,,JP-08,,18-07-2020,-9,-3,-38,-36,-10,7
JP,Japan,Ibaraki,,,JP-08,,19-07-2020,-9,1,10,-31,-9,5
JP,Japan,Ibaraki,,,JP-08,,20-07-2020,-7,-1,-3,-19,-7,4
JP,Japan,Ibaraki,,,JP-08,,21-07-2020,-3,2,0,-21,-7,4
JP,Japan,Ibaraki,,,JP-08,,22-07-2020,0,4,-2,-17,-7,3
JP,Japan,Ibaraki,,,JP-08,,23-07-2020,23,4,-8,-36,-57,18
JP,Japan,Ibaraki,,,JP-08,,24-07-2020,14,6,67,-35,-61,20
JP,Japan,Ibaraki,,,JP-08,,25-07-2020,-10,-3,-24,-32,-20,8
JP,Japan,Ibaraki,,,JP-08,,26-07-2020,-12,0,-12,-28,-11,5
JP,Japan,Ibaraki,,,JP-08,,27-07-2020,-7,-2,-11,-20,-8,4
JP,Japan,Ibaraki,,,JP-08,,28-07-2020,-5,-1,-20,-21,-8,5
JP,Japan,Ibaraki,,,JP-08,,29-07-2020,-6,1,3,-23,-9,5
JP,Japan,Ibaraki,,,JP-08,,30-07-2020,-4,1,-4,-23,-9,5
JP,Japan,Ibaraki,,,JP-08,,31-07-2020,-10,0,-7,-27,-9,7
JP,Japan,Ibaraki,,,JP-08,,01-08-2020,-10,2,5,-34,-7,6
JP,Japan,Ibaraki,,,JP-08,,02-08-2020,-11,3,19,-31,-8,5
JP,Japan,Ibaraki,,,JP-08,,03-08-2020,-5,0,2,-24,-10,5
JP,Japan,Ibaraki,,,JP-08,,04-08-2020,-3,4,4,-25,-11,5
JP,Japan,Ibaraki,,,JP-08,,05-08-2020,-2,5,14,-24,-11,5
JP,Japan,Ibaraki,,,JP-08,,06-08-2020,-1,4,1,-24,-12,5
JP,Japan,Ibaraki,,,JP-08,,07-08-2020,-5,4,6,-26,-14,7
JP,Japan,Ibaraki,,,JP-08,,08-08-2020,-8,2,6,-27,-10,5
JP,Japan,Ibaraki,,,JP-08,,09-08-2020,-8,5,22,-20,-10,4
JP,Japan,Ibaraki,,,JP-08,,10-08-2020,24,7,45,-34,-62,19
JP,Japan,Ibaraki,,,JP-08,,11-08-2020,14,11,18,-28,-35,11
JP,Japan,Ibaraki,,,JP-08,,12-08-2020,16,14,33,-29,-39,12
JP,Japan,Ibaraki,,,JP-08,,13-08-2020,22,15,30,-28,-59,17
JP,Japan,Ibaraki,,,JP-08,,14-08-2020,11,10,48,-31,-62,20
JP,Japan,Ibaraki,,,JP-08,,15-08-2020,-9,2,9,-27,-43,10
JP,Japan,Ibaraki,,,JP-08,,16-08-2020,-14,1,2,-29,-18,6
JP,Japan,Ibaraki,,,JP-08,,17-08-2020,-6,-3,-8,-24,-14,6
JP,Japan,Ibaraki,,,JP-08,,18-08-2020,-4,1,0,-25,-11,6
JP,Japan,Ibaraki,,,JP-08,,19-08-2020,-5,0,10,-25,-11,6
JP,Japan,Ibaraki,,,JP-08,,20-08-2020,-4,3,-5,-26,-12,6
JP,Japan,Ibaraki,,,JP-08,,21-08-2020,-10,-1,0,-29,-12,7
JP,Japan,Ibaraki,,,JP-08,,22-08-2020,-9,0,-2,-33,-10,6
JP,Japan,Ibaraki,,,JP-08,,23-08-2020,-13,-2,-9,-36,-9,6
JP,Japan,Ibaraki,,,JP-08,,24-08-2020,-7,-4,-7,-24,-9,5
JP,Japan,Ibaraki,,,JP-08,,25-08-2020,-3,3,-2,-23,-9,5
JP,Japan,Ibaraki,,,JP-08,,26-08-2020,-4,1,9,-24,-9,5
JP,Japan,Ibaraki,,,JP-08,,27-08-2020,-5,0,-9,-25,-9,5
JP,Japan,Ibaraki,,,JP-08,,28-08-2020,-10,-1,-1,-27,-10,6
JP,Japan,Ibaraki,,,JP-08,,29-08-2020,-9,1,-6,-32,-10,6
JP,Japan,Ibaraki,,,JP-08,,30-08-2020,-9,4,3,-30,-8,5
JP,Japan,Ibaraki,,,JP-08,,31-08-2020,-6,-3,-6,-23,-8,5
JP,Japan,Ibaraki,,,JP-08,,01-09-2020,-5,0,-6,-25,-7,5
JP,Japan,Ibaraki,,,JP-08,,02-09-2020,-9,-3,-5,-25,-8,5
JP,Japan,Ibaraki,,,JP-08,,03-09-2020,-7,-1,-8,-25,-9,5
JP,Japan,Ibaraki,,,JP-08,,04-09-2020,-12,-2,-3,-26,-9,6
JP,Japan,Ibaraki,,,JP-08,,05-09-2020,-8,-1,-12,-34,-10,6
JP,Japan,Ibaraki,,,JP-08,,06-09-2020,-10,0,-8,-35,-10,5
JP,Japan,Ibaraki,,,JP-08,,07-09-2020,-9,-5,-13,-23,-9,5
JP,Japan,Ibaraki,,,JP-08,,08-09-2020,-5,0,-2,-23,-8,4
JP,Japan,Ibaraki,,,JP-08,,09-09-2020,-8,-1,6,-22,-8,4
JP,Japan,Ibaraki,,,JP-08,,10-09-2020,-4,2,-2,-21,-9,4
JP,Japan,Ibaraki,,,JP-08,,11-09-2020,-9,-1,5,-24,-9,4
JP,Japan,Ibaraki,,,JP-08,,12-09-2020,-7,-4,-29,-36,-12,6
JP,Japan,Ibaraki,,,JP-08,,13-09-2020,-8,1,17,-27,-7,3
JP,Japan,Ibaraki,,,JP-08,,14-09-2020,-5,-4,5,-18,-7,3
JP,Japan,Ibaraki,,,JP-08,,15-09-2020,0,2,10,-20,-6,2
JP,Japan,Ibaraki,,,JP-08,,16-09-2020,-2,1,20,-17,-6,3
JP,Japan,Ibaraki,,,JP-08,,17-09-2020,-3,0,4,-18,-7,3
JP,Japan,Ibaraki,,,JP-08,,18-09-2020,-7,0,6,-19,-8,4
JP,Japan,Ibaraki,,,JP-08,,19-09-2020,-4,2,-6,-18,-7,3
JP,Japan,Ibaraki,,,JP-08,,20-09-2020,3,8,23,-7,-7,1
JP,Japan,Ibaraki,,,JP-08,,21-09-2020,41,9,84,-7,-61,14
JP,Japan,Ibaraki,,,JP-08,,22-09-2020,27,9,60,-24,-59,16
JP,Japan,Ibaraki,,,JP-08,,23-09-2020,-10,0,-18,-17,-5,5
JP,Japan,Ibaraki,,,JP-08,,24-09-2020,-12,-7,-30,-29,-9,8
JP,Japan,Ibaraki,,,JP-08,,25-09-2020,-13,-4,-31,-23,-7,7
JP,Japan,Ibaraki,,,JP-08,,26-09-2020,-6,0,-23,-30,-3,5
JP,Japan,Ibaraki,,,JP-08,,27-09-2020,-5,5,11,-24,-5,4
JP,Japan,Ibaraki,,,JP-08,,28-09-2020,-2,-1,0,-13,-7,3
JP,Japan,Ibaraki,,,JP-08,,29-09-2020,1,2,1,-17,-6,3
JP,Japan,Ibaraki,,,JP-08,,30-09-2020,1,6,12,-15,-5,3
JP,Japan,Ibaraki,,,JP-08,,01-10-2020,-3,2,-14,-19,-5,4
JP,Japan,Ibaraki,,,JP-08,,02-10-2020,-8,-3,5,-19,-6,4
JP,Japan,Ibaraki,,,JP-08,,03-10-2020,-5,1,11,-22,-6,3
JP,Japan,Ibaraki,,,JP-08,,04-10-2020,-4,4,22,-18,-6,3
JP,Japan,Ibaraki,,,JP-08,,05-10-2020,-4,-3,-8,-16,-7,3
JP,Japan,Ibaraki,,,JP-08,,06-10-2020,-3,0,4,-17,-6,3
JP,Japan,Ibaraki,,,JP-08,,07-10-2020,-6,0,0,-14,-5,3
JP,Japan,Ibaraki,,,JP-08,,08-10-2020,-8,-5,-38,-21,-8,6
JP,Japan,Ibaraki,,,JP-08,,09-10-2020,-13,-4,-27,-23,-7,6
JP,Japan,Ibaraki,,,JP-08,,10-10-2020,-16,-12,-56,-45,-16,10
JP,Japan,Ibaraki,,,JP-08,,11-10-2020,-3,5,-4,-27,-6,4
JP,Japan,Ibaraki,,,JP-08,,12-10-2020,-5,-3,-9,-15,-6,3
JP,Japan,Ibaraki,,,JP-08,,13-10-2020,-2,0,3,-17,-5,3
JP,Japan,Ibaraki,,,JP-08,,14-10-2020,-3,0,13,-13,-4,3
JP,Japan,Ibaraki,,,JP-08,,15-10-2020,0,4,-21,-15,-5,4
JP,Japan,Ibaraki,,,JP-08,,16-10-2020,-3,1,-4,-16,-6,4
JP,Japan,Ibaraki,,,JP-08,,17-10-2020,-7,-6,-50,-27,-10,7
JP,Japan,Ibaraki,,,JP-08,,18-10-2020,0,7,18,-10,-5,2
JP,Japan,Ibaraki,,,JP-08,,19-10-2020,-4,-7,-20,-13,-6,4
JP,Japan,Ibaraki,,,JP-08,,20-10-2020,2,4,-1,-14,-4,3
JP,Japan,Ibaraki,,,JP-08,,21-10-2020,1,2,13,-10,-4,3
JP,Japan,Ibaraki,,,JP-08,,22-10-2020,0,2,-6,-14,-5,3
JP,Japan,Ibaraki,,,JP-08,,23-10-2020,-8,-3,-27,-19,-7,6
JP,Japan,Ibaraki,,,JP-08,,24-10-2020,2,4,10,-10,-8,3
JP,Japan,Ibaraki,,,JP-08,,25-10-2020,3,9,42,-2,-5,1
JP,Japan,Ibaraki,,,JP-08,,26-10-2020,-1,-1,-2,-10,-5,2
JP,Japan,Ibaraki,,,JP-08,,27-10-2020,0,2,-1,-14,-4,2
JP,Japan,Ibaraki,,,JP-08,,28-10-2020,0,2,9,-13,-3,3
JP,Japan,Ibaraki,,,JP-08,,29-10-2020,-1,1,-1,-13,-4,3
JP,Japan,Ibaraki,,,JP-08,,30-10-2020,-6,0,-3,-16,-4,4
JP,Japan,Ibaraki,,,JP-08,,31-10-2020,0,2,10,-14,-4,3
JP,Japan,Ibaraki,,,JP-08,,01-11-2020,-1,6,27,-11,-5,2
JP,Japan,Ibaraki,,,JP-08,,02-11-2020,5,-2,-12,-16,-10,4
JP,Japan,Ibaraki,,,JP-08,,03-11-2020,29,4,13,-31,-53,17
JP,Japan,Ibaraki,,,JP-08,,04-11-2020,-6,-1,8,-13,-2,3
JP,Japan,Ibaraki,,,JP-08,,05-11-2020,-3,1,-3,-15,-4,3
JP,Japan,Ibaraki,,,JP-08,,06-11-2020,-10,-3,-4,-18,-4,4
JP,Japan,Ibaraki,,,JP-08,,07-11-2020,-5,0,6,-21,-2,4
JP,Japan,Ibaraki,,,JP-08,,08-11-2020,-3,4,27,-13,-5,3
JP,Japan,Ibaraki,,,JP-08,,09-11-2020,-4,-4,-3,-14,-4,3
JP,Japan,Ibaraki,,,JP-08,,10-11-2020,0,2,-2,-17,-4,3
JP,Japan,Ibaraki,,,JP-08,,11-11-2020,-1,1,10,-13,-3,3
JP,Japan,Ibaraki,,,JP-08,,12-11-2020,-1,1,-5,-15,-5,4
JP,Japan,Ibaraki,,,JP-08,,13-11-2020,-3,0,11,-18,-11,5
JP,Japan,Ibaraki,,,JP-08,,14-11-2020,-2,1,16,-17,-8,4
JP,Japan,Ibaraki,,,JP-08,,15-11-2020,-1,7,34,-13,-6,3
JP,Japan,Ibaraki,,,JP-08,,16-11-2020,-5,-3,3,-13,-5,3
JP,Japan,Ibaraki,,,JP-08,,17-11-2020,-2,-1,6,-16,-4,3
JP,Japan,Ibaraki,,,JP-08,,18-11-2020,-4,-1,16,-13,-4,4
JP,Japan,Ibaraki,,,JP-08,,19-11-2020,-4,0,1,-15,-5,4
JP,Japan,Ibaraki,,,JP-08,,20-11-2020,-9,1,-10,-17,-5,5
JP,Japan,Ibaraki,,,JP-08,,21-11-2020,-7,1,9,-17,-4,4
JP,Japan,Ibaraki,,,JP-08,,22-11-2020,-1,6,42,-7,-5,2
JP,Japan,Ibaraki,,,JP-08,,23-11-2020,25,2,51,-27,-59,18
JP,Japan,Ibaraki,,,JP-08,,24-11-2020,-5,-1,-15,-19,-4,4
JP,Japan,Ibaraki,,,JP-08,,25-11-2020,-5,0,-21,-17,-3,4
JP,Japan,Ibaraki,,,JP-08,,26-11-2020,-3,2,-7,-17,-4,4
JP,Japan,Ibaraki,,,JP-08,,27-11-2020,-9,-2,-17,-22,-5,5
JP,Japan,Ibaraki,,,JP-08,,28-11-2020,-8,-1,-10,-28,-4,5
JP,Japan,Ibaraki,,,JP-08,,29-11-2020,-7,3,1,-28,-6,5
JP,Japan,Ibaraki,,,JP-08,,30-11-2020,-4,-2,-11,-18,-4,4
JP,Japan,Ibaraki,,,JP-08,,01-12-2020,-3,2,-8,-23,-3,4
JP,Japan,Ibaraki,,,JP-08,,02-12-2020,-9,-3,-19,-22,-3,5
JP,Japan,Ibaraki,,,JP-08,,03-12-2020,-5,1,-19,-21,-4,5
JP,Japan,Ibaraki,,,JP-08,,04-12-2020,-8,-3,-9,-24,-4,5
JP,Japan,Ibaraki,,,JP-08,,05-12-2020,-9,-3,-44,-35,-5,7
JP,Japan,Ibaraki,,,JP-08,,06-12-2020,-5,3,3,-30,-5,5
JP,Japan,Ibaraki,,,JP-08,,07-12-2020,-7,-4,-11,-20,-5,4
JP,Japan,Ibaraki,,,JP-08,,08-12-2020,-4,-1,-9,-23,-3,4
JP,Japan,Ibaraki,,,JP-08,,09-12-2020,-6,-1,-6,-21,-3,4
JP,Japan,Ibaraki,,,JP-08,,10-12-2020,-3,2,-26,-20,-5,4
JP,Japan,Ibaraki,,,JP-08,,11-12-2020,-8,-2,-8,-22,-5,5
JP,Japan,Ibaraki,,,JP-08,,12-12-2020,-3,0,-11,-30,-6,5
JP,Japan,Ibaraki,,,JP-08,,13-12-2020,-4,4,4,-27,-6,4
JP,Japan,Ibaraki,,,JP-08,,14-12-2020,-5,-5,-19,-18,-5,4
JP,Japan,Ibaraki,,,JP-08,,15-12-2020,3,3,-14,-21,-4,3
JP,Japan,Ibaraki,,,JP-08,,16-12-2020,-1,1,-7,-17,-3,4
JP,Japan,Ibaraki,,,JP-08,,17-12-2020,0,1,-21,-19,-4,4
JP,Japan,Ibaraki,,,JP-08,,18-12-2020,-6,0,-12,-21,-5,5
JP,Japan,Ibaraki,,,JP-08,,19-12-2020,-2,1,-22,-28,-2,4
JP,Japan,Ibaraki,,,JP-08,,20-12-2020,-2,6,-14,-30,-4,4
JP,Japan,Ibaraki,,,JP-08,,21-12-2020,-1,-1,-17,-18,-5,3
JP,Japan,Ibaraki,,,JP-08,,22-12-2020,2,0,-12,-21,-4,3
JP,Japan,Ibaraki,,,JP-08,,23-12-2020,2,2,-5,-19,-3,3
JP,Japan,Ibaraki,,,JP-08,,24-12-2020,7,10,-19,-23,-6,5
JP,Japan,Ibaraki,,,JP-08,,25-12-2020,-1,4,-12,-25,-7,6
JP,Japan,Ibaraki,,,JP-08,,26-12-2020,-8,0,-21,-31,-1,5
JP,Japan,Ibaraki,,,JP-08,,27-12-2020,-7,4,-13,-30,-3,5
JP,Japan,Ibaraki,,,JP-08,,28-12-2020,20,6,-10,-27,-27,10
JP,Japan,Ibaraki,,,JP-08,,29-12-2020,31,14,-3,-34,-49,16
JP,Japan,Ibaraki,,,JP-08,,30-12-2020,26,16,-26,-39,-64,21
JP,Japan,Ibaraki,,,JP-08,,31-12-2020,12,18,-19,-51,-74,27
JP,Japan,Ibaraki,,,JP-08,,01-01-2021,-33,-31,36,-57,-82,33
JP,Japan,Ibaraki,,,JP-08,,02-01-2021,-19,-12,-8,-38,-56,14
JP,Japan,Ibaraki,,,JP-08,,03-01-2021,-16,-7,-1,-31,-27,8
JP,Japan,Ibaraki,,,JP-08,,04-01-2021,16,-1,5,-33,-42,16
JP,Japan,Ibaraki,,,JP-08,,05-01-2021,2,-2,-12,-33,-17,10
JP,Japan,Ibaraki,,,JP-08,,06-01-2021,-8,-3,-12,-29,-8,7
JP,Japan,Ibaraki,,,JP-08,,07-01-2021,-9,-2,-17,-29,-8,7
JP,Japan,Ibaraki,,,JP-08,,08-01-2021,-17,-4,-16,-32,-6,8
JP,Japan,Ibaraki,,,JP-08,,09-01-2021,-19,-6,-26,-46,-5,8
JP,Japan,Ibaraki,,,JP-08,,10-01-2021,-13,-1,-4,-44,-8,7
JP,Japan,Ibaraki,,,JP-08,,11-01-2021,10,-4,-4,-53,-59,22
JP,Japan,Ibaraki,,,JP-08,,12-01-2021,-18,-9,-39,-32,-7,8
JP,Japan,Ibaraki,,,JP-08,,13-01-2021,-15,-4,-7,-28,-5,6
JP,Japan,Ibaraki,,,JP-08,,14-01-2021,-15,-4,-12,-32,-8,6
JP,Japan,Ibaraki,,,JP-08,,15-01-2021,-23,-7,-30,-37,-9,8
JP,Japan,Ibaraki,,,JP-08,,16-01-2021,-21,-8,-7,-45,-7,7
JP,Japan,Ibaraki,,,JP-08,,17-01-2021,-22,-7,-26,-49,-12,8
JP,Japan,Ibaraki,,,JP-08,,18-01-2021,-19,-11,-21,-31,-9,6
JP,Japan,Ibaraki,,,JP-08,,19-01-2021,-18,-9,-25,-36,-10,7
JP,Japan,Ibaraki,,,JP-08,,20-01-2021,-16,-4,-8,-31,-9,6
JP,Japan,Ibaraki,,,JP-08,,21-01-2021,-17,-5,-17,-32,-9,7
JP,Japan,Ibaraki,,,JP-08,,22-01-2021,-22,-7,-14,-35,-9,8
JP,Japan,Ibaraki,,,JP-08,,23-01-2021,-24,-11,-57,-51,-13,10
JP,Japan,Ibaraki,,,JP-08,,24-01-2021,-28,-15,-58,-56,-16,11
JP,Japan,Ibaraki,,,JP-08,,25-01-2021,-15,-6,-12,-29,-9,6
JP,Japan,Ibaraki,,,JP-08,,26-01-2021,-14,-4,-17,-32,-8,6
