country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
JP,Japan,Tochigi,,,JP-09,,18-12-2020,-5,-2,-9,-20,-5,5
JP,Japan,Tochigi,,,JP-09,,19-12-2020,-5,0,-18,-27,-3,4
JP,Japan,Tochigi,,,JP-09,,20-12-2020,-4,1,-24,-24,-2,4
JP,Japan,Tochigi,,,JP-09,,21-12-2020,-4,-1,-8,-18,-4,4
JP,Japan,Tochigi,,,JP-09,,22-12-2020,-2,0,-1,-12,-4,3
JP,Japan,Tochigi,,,JP-09,,23-12-2020,1,1,1,-17,-4,3
JP,Japan,Tochigi,,,JP-09,,24-12-2020,7,5,-7,-17,-5,4
JP,Japan,Tochigi,,,JP-09,,25-12-2020,0,4,-7,-23,-6,6
JP,Japan,Tochigi,,,JP-09,,26-12-2020,-10,-1,-20,-26,-2,5
JP,Japan,Tochigi,,,JP-09,,27-12-2020,-10,0,-21,-23,-1,5
JP,Japan,Tochigi,,,JP-09,,28-12-2020,19,7,4,-16,-25,10
JP,Japan,Tochigi,,,JP-09,,29-12-2020,29,15,13,-10,-48,16
JP,Japan,Tochigi,,,JP-09,,30-12-2020,28,18,2,-18,-65,21
JP,Japan,Tochigi,,,JP-09,,31-12-2020,13,16,-19,-32,-74,27
JP,Japan,Tochigi,,,JP-09,,01-01-2021,-30,-38,5,-49,-83,34
JP,Japan,Tochigi,,,JP-09,,02-01-2021,-20,-15,-21,-32,-58,15
JP,Japan,Tochigi,,,JP-09,,03-01-2021,-19,-12,-24,-23,-25,8
JP,Japan,Tochigi,,,JP-09,,04-01-2021,18,1,8,-19,-46,17
JP,Japan,Tochigi,,,JP-09,,05-01-2021,2,0,-4,-21,-22,11
JP,Japan,Tochigi,,,JP-09,,06-01-2021,-10,-3,-6,-29,-10,7
JP,Japan,Tochigi,,,JP-09,,07-01-2021,-14,-5,-12,-28,-8,8
JP,Japan,Tochigi,,,JP-09,,08-01-2021,-21,-7,-17,-34,-6,8
JP,Japan,Tochigi,,,JP-09,,09-01-2021,-25,-9,-32,-47,-6,9
JP,Japan,Tochigi,,,JP-09,,10-01-2021,-20,-6,-24,-42,-6,8
JP,Japan,Tochigi,,,JP-09,,11-01-2021,1,-5,-1,-42,-54,22
JP,Japan,Tochigi,,,JP-09,,12-01-2021,-23,-8,-26,-29,-8,8
JP,Japan,Tochigi,,,JP-09,,13-01-2021,-20,-5,-6,-31,-7,6
JP,Japan,Tochigi,,,JP-09,,14-01-2021,-22,-8,-8,-33,-8,7
JP,Japan,Tochigi,,,JP-09,,15-01-2021,-27,-8,-20,-41,-10,8
JP,Japan,Tochigi,,,JP-09,,16-01-2021,-30,-12,-23,-51,-8,8
JP,Japan,Tochigi,,,JP-09,,17-01-2021,-31,-12,-42,-54,-12,9
JP,Japan,Tochigi,,,JP-09,,18-01-2021,-25,-12,-14,-36,-10,7
JP,Japan,Tochigi,,,JP-09,,19-01-2021,-25,-10,-16,-34,-11,7
JP,Japan,Tochigi,,,JP-09,,20-01-2021,-20,-6,-6,-36,-11,7
JP,Japan,Tochigi,,,JP-09,,21-01-2021,-21,-9,-8,-32,-10,7
JP,Japan,Tochigi,,,JP-09,,22-01-2021,-25,-9,-8,-37,-11,8
JP,Japan,Tochigi,,,JP-09,,23-01-2021,-28,-9,-53,-52,-14,10
JP,Japan,Tochigi,,,JP-09,,24-01-2021,-36,-21,-64,-57,-15,11
JP,Japan,Tochigi,,,JP-09,,25-01-2021,-19,-6,-4,-32,-9,7
JP,Japan,Tochigi,,,JP-09,,26-01-2021,-20,-4,-6,-28,-10,7
JP,Japan,Tochigi,,,JP-09,,27-01-2021,-19,-6,-8,-35,-10,7
JP,Japan,Tochigi,,,JP-09,,28-01-2021,-20,-9,-20,-34,-10,8
JP,Japan,Tochigi,,,JP-09,,29-01-2021,-24,-7,-21,-39,-10,8
JP,Japan,Tochigi,,,JP-09,,30-01-2021,-21,-6,-31,-47,-9,8
JP,Japan,Tochigi,,,JP-09,,31-01-2021,-22,-5,-23,-42,-8,7
JP,Japan,Tokushima,,,JP-36,,15-02-2020,-2,4,0,1,4,0
JP,Japan,Tokushima,,,JP-36,,16-02-2020,-3,-1,-17,-11,0,2
JP,Japan,Tokushima,,,JP-36,,17-02-2020,-1,0,-8,-2,1,1
JP,Japan,Tokushima,,,JP-36,,18-02-2020,0,2,8,-2,0,1
JP,Japan,Tokushima,,,JP-36,,19-02-2020,-1,-1,8,4,-1,0
JP,Japan,Tokushima,,,JP-36,,20-02-2020,1,5,1,6,1,0
JP,Japan,Tokushima,,,JP-36,,21-02-2020,-3,-2,7,5,0,0
JP,Japan,Tokushima,,,JP-36,,22-02-2020,-2,2,-7,7,-2,1
JP,Japan,Tokushima,,,JP-36,,23-02-2020,5,3,35,20,0,-1
JP,Japan,Tokushima,,,JP-36,,24-02-2020,27,4,61,17,-50,11
JP,Japan,Tokushima,,,JP-36,,25-02-2020,2,5,19,5,1,1
JP,Japan,Tokushima,,,JP-36,,26-02-2020,-3,3,1,2,0,1
JP,Japan,Tokushima,,,JP-36,,27-02-2020,-4,5,-2,2,1,1
JP,Japan,Tokushima,,,JP-36,,28-02-2020,-5,13,-3,-8,1,1
JP,Japan,Tokushima,,,JP-36,,29-02-2020,-14,9,-43,-24,4,5
JP,Japan,Tokushima,,,JP-36,,01-03-2020,-12,5,-1,-19,5,4
JP,Japan,Tokushima,,,JP-36,,02-03-2020,-6,3,9,-15,0,3
JP,Japan,Tokushima,,,JP-36,,03-03-2020,-4,7,14,-14,-2,3
JP,Japan,Tokushima,,,JP-36,,04-03-2020,-12,-5,-32,-23,-5,5
JP,Japan,Tokushima,,,JP-36,,05-03-2020,-7,3,-8,-15,-1,4
JP,Japan,Tokushima,,,JP-36,,06-03-2020,-10,-2,7,-17,-2,4
JP,Japan,Tokushima,,,JP-36,,07-03-2020,-12,1,-6,-20,-1,4
JP,Japan,Tokushima,,,JP-36,,08-03-2020,-13,-2,-31,-31,-4,6
JP,Japan,Tokushima,,,JP-36,,09-03-2020,-5,-1,16,-14,-1,3
JP,Japan,Tokushima,,,JP-36,,10-03-2020,-4,2,-10,-17,-4,5
JP,Japan,Tokushima,,,JP-36,,11-03-2020,-1,0,8,-14,-4,3
JP,Japan,Tokushima,,,JP-36,,12-03-2020,-1,3,14,-6,-2,3
JP,Japan,Tokushima,,,JP-36,,13-03-2020,-5,0,11,-16,-3,3
JP,Japan,Tokushima,,,JP-36,,14-03-2020,-7,1,-27,-23,-7,5
JP,Japan,Tokushima,,,JP-36,,15-03-2020,-6,3,15,-17,-1,3
JP,Japan,Tokushima,,,JP-36,,16-03-2020,-4,-1,-3,-13,-2,3
JP,Japan,Tokushima,,,JP-36,,17-03-2020,0,2,25,-9,-3,3
JP,Japan,Tokushima,,,JP-36,,18-03-2020,0,0,18,-8,-4,3
JP,Japan,Tokushima,,,JP-36,,19-03-2020,5,5,13,2,-2,1
JP,Japan,Tokushima,,,JP-36,,20-03-2020,17,9,62,4,-50,13
JP,Japan,Tokushima,,,JP-36,,21-03-2020,-5,3,37,1,-4,3
JP,Japan,Tokushima,,,JP-36,,22-03-2020,-6,1,28,-2,-1,3
JP,Japan,Tokushima,,,JP-36,,23-03-2020,1,2,18,-7,-2,2
JP,Japan,Tokushima,,,JP-36,,24-03-2020,1,4,26,-1,-2,3
JP,Japan,Tokushima,,,JP-36,,25-03-2020,4,3,24,-1,-4,2
JP,Japan,Tokushima,,,JP-36,,26-03-2020,3,5,24,4,-4,2
JP,Japan,Tokushima,,,JP-36,,27-03-2020,-4,0,-5,-15,-5,4
JP,Japan,Tokushima,,,JP-36,,28-03-2020,-9,0,-32,-23,-5,6
JP,Japan,Tokushima,,,JP-36,,29-03-2020,-4,3,27,-13,0,3
JP,Japan,Tokushima,,,JP-36,,30-03-2020,0,3,12,-12,-4,3
JP,Japan,Tokushima,,,JP-36,,31-03-2020,-2,5,28,-14,-5,4
JP,Japan,Tokushima,,,JP-36,,01-04-2020,-15,-7,-35,-25,-9,6
JP,Japan,Tokushima,,,JP-36,,02-04-2020,-7,5,25,-13,-7,4
JP,Japan,Tokushima,,,JP-36,,03-04-2020,-11,2,30,-16,-7,4
JP,Japan,Tokushima,,,JP-36,,04-04-2020,-14,6,46,-16,-6,5
JP,Japan,Tokushima,,,JP-36,,05-04-2020,-13,6,51,-16,-5,5
JP,Japan,Tokushima,,,JP-36,,06-04-2020,-9,2,32,-16,-6,4
JP,Japan,Tokushima,,,JP-36,,07-04-2020,-7,4,39,-15,-7,4
JP,Japan,Tokushima,,,JP-36,,08-04-2020,-11,0,20,-15,-8,4
JP,Japan,Tokushima,,,JP-36,,09-04-2020,-11,1,20,-19,-10,5
JP,Japan,Tokushima,,,JP-36,,10-04-2020,-14,2,7,-23,-6,5
JP,Japan,Tokushima,,,JP-36,,11-04-2020,-18,6,13,-30,-11,7
JP,Japan,Tokushima,,,JP-36,,12-04-2020,-30,-8,-60,-57,-12,10
JP,Japan,Tokushima,,,JP-36,,13-04-2020,-21,-7,-35,-34,-9,8
JP,Japan,Tokushima,,,JP-36,,14-04-2020,-13,4,19,-26,-8,6
JP,Japan,Tokushima,,,JP-36,,15-04-2020,-11,6,15,-24,-8,5
JP,Japan,Tokushima,,,JP-36,,16-04-2020,-14,4,13,-21,-8,6
JP,Japan,Tokushima,,,JP-36,,17-04-2020,-19,2,-8,-34,-9,7
JP,Japan,Tokushima,,,JP-36,,18-04-2020,-28,1,-22,-43,-11,10
JP,Japan,Tokushima,,,JP-36,,19-04-2020,-28,0,10,-43,-10,8
JP,Japan,Tokushima,,,JP-36,,20-04-2020,-20,0,-2,-31,-8,7
JP,Japan,Tokushima,,,JP-36,,21-04-2020,-21,0,16,-34,-11,7
JP,Japan,Tokushima,,,JP-36,,22-04-2020,-23,-3,-6,-36,-12,8
JP,Japan,Tokushima,,,JP-36,,23-04-2020,-25,-1,-8,-35,-12,8
JP,Japan,Tokushima,,,JP-36,,24-04-2020,-27,-1,-7,-40,-12,9
JP,Japan,Tokushima,,,JP-36,,25-04-2020,-31,0,-9,-51,-15,10
JP,Japan,Tokushima,,,JP-36,,26-04-2020,-34,-4,-6,-57,-14,10
JP,Japan,Tokushima,,,JP-36,,27-04-2020,-22,-3,-2,-37,-10,8
JP,Japan,Tokushima,,,JP-36,,28-04-2020,-17,2,8,-38,-12,7
JP,Japan,Tokushima,,,JP-36,,29-04-2020,-16,-3,28,-51,-55,16
JP,Japan,Tokushima,,,JP-36,,30-04-2020,-22,4,1,-40,-16,9
JP,Japan,Tokushima,,,JP-36,,01-05-2020,-25,-1,5,-45,-19,11
JP,Japan,Tokushima,,,JP-36,,02-05-2020,-33,-2,-5,-52,-17,10
JP,Japan,Tokushima,,,JP-36,,03-05-2020,-36,-8,-39,-64,-19,11
JP,Japan,Tokushima,,,JP-36,,04-05-2020,-13,-2,25,-54,-64,23
JP,Japan,Tokushima,,,JP-36,,05-05-2020,-11,2,55,-51,-65,23
JP,Japan,Tokushima,,,JP-36,,06-05-2020,-20,-6,9,-57,-63,23
JP,Japan,Tokushima,,,JP-36,,07-05-2020,-24,-1,-2,-40,-12,8
JP,Japan,Tokushima,,,JP-36,,08-05-2020,-27,-4,-1,-44,-13,9
JP,Japan,Tokushima,,,JP-36,,09-05-2020,-31,-3,-26,-55,-9,10
JP,Japan,Tokushima,,,JP-36,,10-05-2020,-27,-3,-14,-59,-12,9
JP,Japan,Tokushima,,,JP-36,,11-05-2020,-21,-3,2,-36,-9,7
JP,Japan,Tokushima,,,JP-36,,12-05-2020,-20,1,13,-35,-11,7
JP,Japan,Tokushima,,,JP-36,,13-05-2020,-19,-3,4,-36,-11,7
JP,Japan,Tokushima,,,JP-36,,14-05-2020,-19,-2,6,-36,-10,6
JP,Japan,Tokushima,,,JP-36,,15-05-2020,-22,-4,-10,-41,-11,8
JP,Japan,Tokushima,,,JP-36,,16-05-2020,-27,-5,-50,-55,-14,11
JP,Japan,Tokushima,,,JP-36,,17-05-2020,-22,-2,6,-47,-11,8
JP,Japan,Tokushima,,,JP-36,,18-05-2020,-22,-10,-26,-39,-9,8
JP,Japan,Tokushima,,,JP-36,,19-05-2020,-16,2,2,-36,-10,7
JP,Japan,Tokushima,,,JP-36,,20-05-2020,-13,1,5,-36,-10,6
JP,Japan,Tokushima,,,JP-36,,21-05-2020,-16,0,2,-29,-8,6
JP,Japan,Tokushima,,,JP-36,,22-05-2020,-18,-3,8,-34,-9,7
JP,Japan,Tokushima,,,JP-36,,23-05-2020,-18,2,-1,-39,-12,7
JP,Japan,Tokushima,,,JP-36,,24-05-2020,-18,0,8,-42,-9,7
JP,Japan,Tokushima,,,JP-36,,25-05-2020,-14,1,-1,-27,-6,5
JP,Japan,Tokushima,,,JP-36,,26-05-2020,-15,-1,-12,-30,-8,6
JP,Japan,Tokushima,,,JP-36,,27-05-2020,-11,0,1,-26,-8,5
JP,Japan,Tokushima,,,JP-36,,28-05-2020,-12,1,-2,-25,-7,5
JP,Japan,Tokushima,,,JP-36,,29-05-2020,-15,-1,-1,-29,-7,5
JP,Japan,Tokushima,,,JP-36,,30-05-2020,-14,6,-5,-39,-7,5
JP,Japan,Tokushima,,,JP-36,,31-05-2020,-16,0,-48,-53,-10,8
JP,Japan,Tokushima,,,JP-36,,01-06-2020,-12,-1,-2,-27,-3,4
JP,Japan,Tokushima,,,JP-36,,02-06-2020,-12,2,10,-24,-5,4
JP,Japan,Tokushima,,,JP-36,,03-06-2020,-12,-1,2,-24,-6,4
JP,Japan,Tokushima,,,JP-36,,04-06-2020,-12,1,-1,-24,-5,5
JP,Japan,Tokushima,,,JP-36,,05-06-2020,-14,0,2,-24,-6,5
JP,Japan,Tokushima,,,JP-36,,06-06-2020,-13,3,-5,-31,-10,5
JP,Japan,Tokushima,,,JP-36,,07-06-2020,-10,4,9,-30,-9,4
JP,Japan,Tokushima,,,JP-36,,08-06-2020,-12,-2,-3,-21,-3,4
JP,Japan,Tokushima,,,JP-36,,09-06-2020,-9,1,12,-19,-5,4
JP,Japan,Tokushima,,,JP-36,,10-06-2020,-11,-4,-30,-25,-7,5
JP,Japan,Tokushima,,,JP-36,,11-06-2020,-10,-1,-26,-23,-6,6
JP,Japan,Tokushima,,,JP-36,,12-06-2020,-13,-3,-17,-24,-7,5
JP,Japan,Tokushima,,,JP-36,,13-06-2020,-11,1,-36,-37,-14,7
JP,Japan,Tokushima,,,JP-36,,14-06-2020,-9,1,-21,-37,-8,5
JP,Japan,Tokushima,,,JP-36,,15-06-2020,-5,2,-5,-19,-4,3
JP,Japan,Tokushima,,,JP-36,,16-06-2020,-5,2,9,-15,-5,3
JP,Japan,Tokushima,,,JP-36,,17-06-2020,-6,0,6,-18,-6,3
JP,Japan,Tokushima,,,JP-36,,18-06-2020,-14,-9,-38,-22,-7,6
JP,Japan,Tokushima,,,JP-36,,19-06-2020,-7,-1,-16,-24,-7,5
JP,Japan,Tokushima,,,JP-36,,20-06-2020,-4,7,6,-16,-9,3
JP,Japan,Tokushima,,,JP-36,,21-06-2020,-4,3,16,-17,-8,3
JP,Japan,Tokushima,,,JP-36,,22-06-2020,-6,-2,4,-13,-5,3
JP,Japan,Tokushima,,,JP-36,,23-06-2020,-5,3,15,-12,-5,3
JP,Japan,Tokushima,,,JP-36,,24-06-2020,-5,-1,6,-13,-6,3
JP,Japan,Tokushima,,,JP-36,,25-06-2020,-4,3,-3,-12,-5,3
JP,Japan,Tokushima,,,JP-36,,26-06-2020,-9,-2,-7,-18,-7,4
JP,Japan,Tokushima,,,JP-36,,27-06-2020,-8,4,-3,-21,-13,5
JP,Japan,Tokushima,,,JP-36,,28-06-2020,-8,2,0,-24,-9,4
JP,Japan,Tokushima,,,JP-36,,29-06-2020,-6,0,1,-15,-4,4
JP,Japan,Tokushima,,,JP-36,,30-06-2020,-4,4,-22,-19,-6,5
JP,Japan,Tokushima,,,JP-36,,01-07-2020,-6,-2,4,-14,-4,3
JP,Japan,Tokushima,,,JP-36,,02-07-2020,-6,1,2,-9,-4,3
JP,Japan,Tokushima,,,JP-36,,03-07-2020,-10,-6,-22,-16,-6,5
JP,Japan,Tokushima,,,JP-36,,04-07-2020,-11,0,-27,-26,-10,6
JP,Japan,Tokushima,,,JP-36,,05-07-2020,-7,3,-1,-19,-7,4
JP,Japan,Tokushima,,,JP-36,,06-07-2020,-9,-6,-30,-14,-5,5
JP,Japan,Tokushima,,,JP-36,,07-07-2020,-7,0,-11,-15,-7,5
JP,Japan,Tokushima,,,JP-36,,08-07-2020,-8,-2,-4,-12,-6,4
JP,Japan,Tokushima,,,JP-36,,09-07-2020,-9,-1,-18,-11,-6,5
JP,Japan,Tokushima,,,JP-36,,10-07-2020,-13,-4,-25,-18,-7,5
JP,Japan,Tokushima,,,JP-36,,11-07-2020,-12,0,-27,-29,-14,7
JP,Japan,Tokushima,,,JP-36,,12-07-2020,-11,2,-3,-25,-8,5
JP,Japan,Tokushima,,,JP-36,,13-07-2020,-12,-6,-24,-15,-5,5
JP,Japan,Tokushima,,,JP-36,,14-07-2020,-8,-1,-8,-16,-7,5
JP,Japan,Tokushima,,,JP-36,,15-07-2020,-4,2,6,-10,-6,3
JP,Japan,Tokushima,,,JP-36,,16-07-2020,-6,1,3,-8,-6,4
JP,Japan,Tokushima,,,JP-36,,17-07-2020,-8,-2,4,-12,-6,4
JP,Japan,Tokushima,,,JP-36,,18-07-2020,-10,2,2,-20,-8,4
JP,Japan,Tokushima,,,JP-36,,19-07-2020,-10,2,10,-24,-8,4
JP,Japan,Tokushima,,,JP-36,,20-07-2020,-6,2,-1,-16,-3,3
JP,Japan,Tokushima,,,JP-36,,21-07-2020,-4,5,15,-12,-6,3
JP,Japan,Tokushima,,,JP-36,,22-07-2020,2,2,7,-1,-6,2
JP,Japan,Tokushima,,,JP-36,,23-07-2020,21,9,54,11,-53,14
JP,Japan,Tokushima,,,JP-36,,24-07-2020,6,0,5,-14,-56,18
JP,Japan,Tokushima,,,JP-36,,25-07-2020,-11,0,-11,-18,-17,7
JP,Japan,Tokushima,,,JP-36,,26-07-2020,-15,-4,-16,-22,-11,6
JP,Japan,Tokushima,,,JP-36,,27-07-2020,-9,-2,-20,-13,-6,5
JP,Japan,Tokushima,,,JP-36,,28-07-2020,-8,1,3,-13,-6,4
JP,Japan,Tokushima,,,JP-36,,29-07-2020,-8,-1,1,-10,-7,4
JP,Japan,Tokushima,,,JP-36,,30-07-2020,-9,3,-1,-11,-6,4
JP,Japan,Tokushima,,,JP-36,,31-07-2020,-14,-1,0,-19,-6,4
JP,Japan,Tokushima,,,JP-36,,01-08-2020,-17,2,6,-22,-6,5
JP,Japan,Tokushima,,,JP-36,,02-08-2020,-16,1,14,-23,-8,5
JP,Japan,Tokushima,,,JP-36,,03-08-2020,-10,-1,6,-13,-5,4
JP,Japan,Tokushima,,,JP-36,,04-08-2020,-8,5,16,-10,-7,4
JP,Japan,Tokushima,,,JP-36,,05-08-2020,-9,2,8,-13,-7,4
JP,Japan,Tokushima,,,JP-36,,06-08-2020,-10,2,6,-9,-7,4
JP,Japan,Tokushima,,,JP-36,,07-08-2020,-12,0,6,-14,-9,5
JP,Japan,Tokushima,,,JP-36,,08-08-2020,-16,4,8,-12,-8,5
JP,Japan,Tokushima,,,JP-36,,09-08-2020,-12,6,27,-8,-9,5
JP,Japan,Tokushima,,,JP-36,,10-08-2020,12,7,50,-9,-56,17
JP,Japan,Tokushima,,,JP-36,,11-08-2020,3,9,35,-4,-25,9
JP,Japan,Tokushima,,,JP-36,,12-08-2020,8,10,45,-4,-38,11
JP,Japan,Tokushima,,,JP-36,,13-08-2020,10,12,51,5,-48,14
JP,Japan,Tokushima,,,JP-36,,14-08-2020,1,8,52,-5,-51,16
JP,Japan,Tokushima,,,JP-36,,15-08-2020,-16,3,22,-8,-39,10
JP,Japan,Tokushima,,,JP-36,,16-08-2020,-21,-2,8,-18,-15,6
JP,Japan,Tokushima,,,JP-36,,17-08-2020,-9,1,,,-11,6
JP,Japan,Tokushima,,,JP-36,,18-08-2020,-10,3,,,-9,5
JP,Japan,Tokushima,,,JP-36,,19-08-2020,-11,-2,,,-10,5
JP,Japan,Tokushima,,,JP-36,,20-08-2020,-9,3,,,-9,5
JP,Japan,Tokushima,,,JP-36,,21-08-2020,-15,-4,,-17,-10,6
JP,Japan,Tokushima,,,JP-36,,22-08-2020,-18,1,,-27,-11,6
JP,Japan,Tokushima,,,JP-36,,23-08-2020,-18,-2,,-26,-8,6
JP,Japan,Tokushima,,,JP-36,,24-08-2020,-12,-3,,,-7,5
JP,Japan,Tokushima,,,JP-36,,25-08-2020,-9,2,,,-7,4
JP,Japan,Tokushima,,,JP-36,,26-08-2020,-10,-2,,,-8,4
JP,Japan,Tokushima,,,JP-36,,27-08-2020,-11,0,,,-7,5
JP,Japan,Tokushima,,,JP-36,,28-08-2020,-13,-3,,-16,-8,5
JP,Japan,Tokushima,,,JP-36,,29-08-2020,-17,2,,-21,-11,6
JP,Japan,Tokushima,,,JP-36,,30-08-2020,-15,2,,-22,-8,5
JP,Japan,Tokushima,,,JP-36,,31-08-2020,-7,-1,,,-7,4
JP,Japan,Tokushima,,,JP-36,,01-09-2020,-9,3,,,-6,4
JP,Japan,Tokushima,,,JP-36,,02-09-2020,-15,-7,,,-8,5
JP,Japan,Tokushima,,,JP-36,,03-09-2020,-10,3,,,-6,5
JP,Japan,Tokushima,,,JP-36,,04-09-2020,-13,0,,-20,-8,5
JP,Japan,Tokushima,,,JP-36,,05-09-2020,-12,9,,-31,-11,5
JP,Japan,Tokushima,,,JP-36,,06-09-2020,-29,-11,,-51,-12,9
JP,Japan,Tokushima,,,JP-36,,07-09-2020,-24,-15,,-40,-15,10
JP,Japan,Tokushima,,,JP-36,,08-09-2020,-9,3,,,-6,4
JP,Japan,Tokushima,,,JP-36,,09-09-2020,-11,-1,,,-8,4
JP,Japan,Tokushima,,,JP-36,,10-09-2020,-8,3,,,-6,3
JP,Japan,Tokushima,,,JP-36,,11-09-2020,-13,-7,-10,-12,-8,4
JP,Japan,Tokushima,,,JP-36,,12-09-2020,-10,4,1,-20,-14,4
JP,Japan,Tokushima,,,JP-36,,13-09-2020,-11,2,12,-21,-9,3
JP,Japan,Tokushima,,,JP-36,,14-09-2020,-8,-2,14,-6,-5,2
JP,Japan,Tokushima,,,JP-36,,15-09-2020,-5,3,23,-4,-4,2
JP,Japan,Tokushima,,,JP-36,,16-09-2020,-8,-1,11,-5,-6,2
JP,Japan,Tokushima,,,JP-36,,17-09-2020,-8,0,4,-2,-5,3
JP,Japan,Tokushima,,,JP-36,,18-09-2020,-7,-2,3,-6,-6,3
JP,Japan,Tokushima,,,JP-36,,19-09-2020,-8,5,22,11,-9,2
JP,Japan,Tokushima,,,JP-36,,20-09-2020,0,8,56,30,-7,1
JP,Japan,Tokushima,,,JP-36,,21-09-2020,29,11,106,40,-58,12
JP,Japan,Tokushima,,,JP-36,,22-09-2020,17,8,75,15,-55,14
JP,Japan,Tokushima,,,JP-36,,23-09-2020,-11,-1,2,-5,-5,3
JP,Japan,Tokushima,,,JP-36,,24-09-2020,-9,0,-1,-5,-3,3
JP,Japan,Tokushima,,,JP-36,,25-09-2020,-12,-4,-25,-13,-6,6
JP,Japan,Tokushima,,,JP-36,,26-09-2020,-11,4,4,-14,-5,3
JP,Japan,Tokushima,,,JP-36,,27-09-2020,-10,3,22,-9,-5,4
JP,Japan,Tokushima,,,JP-36,,28-09-2020,-5,2,12,-7,-5,3
JP,Japan,Tokushima,,,JP-36,,29-09-2020,-4,5,17,-7,-3,3
JP,Japan,Tokushima,,,JP-36,,30-09-2020,-4,6,-1,-10,-5,3
JP,Japan,Tokushima,,,JP-36,,01-10-2020,-7,1,9,-6,-2,2
JP,Japan,Tokushima,,,JP-36,,02-10-2020,-9,-3,13,-10,-4,2
JP,Japan,Tokushima,,,JP-36,,03-10-2020,-10,4,17,-9,-10,3
JP,Japan,Tokushima,,,JP-36,,04-10-2020,-9,1,19,-6,-5,3
JP,Japan,Tokushima,,,JP-36,,05-10-2020,-8,-1,7,-4,-4,2
JP,Japan,Tokushima,,,JP-36,,06-10-2020,-6,2,21,2,-3,2
JP,Japan,Tokushima,,,JP-36,,07-10-2020,-7,1,5,-1,-5,2
JP,Japan,Tokushima,,,JP-36,,08-10-2020,-11,-4,-30,-8,-4,5
JP,Japan,Tokushima,,,JP-36,,09-10-2020,-19,-12,-38,-23,-8,7
JP,Japan,Tokushima,,,JP-36,,10-10-2020,-11,1,-27,-30,-17,8
JP,Japan,Tokushima,,,JP-36,,11-10-2020,-8,4,25,-8,-6,3
JP,Japan,Tokushima,,,JP-36,,12-10-2020,-5,-1,12,-3,-5,3
JP,Japan,Tokushima,,,JP-36,,13-10-2020,-5,2,23,1,-4,3
JP,Japan,Tokushima,,,JP-36,,14-10-2020,-7,0,12,4,-5,2
JP,Japan,Tokushima,,,JP-36,,15-10-2020,-2,6,8,7,-3,2
JP,Japan,Tokushima,,,JP-36,,16-10-2020,-6,0,6,1,-5,2
JP,Japan,Tokushima,,,JP-36,,17-10-2020,-8,3,-32,-15,-13,6
JP,Japan,Tokushima,,,JP-36,,18-10-2020,-6,5,23,3,-7,2
JP,Japan,Tokushima,,,JP-36,,19-10-2020,-5,0,-5,0,-5,4
JP,Japan,Tokushima,,,JP-36,,20-10-2020,-2,6,25,4,-4,3
JP,Japan,Tokushima,,,JP-36,,21-10-2020,-4,1,15,0,-5,2
JP,Japan,Tokushima,,,JP-36,,22-10-2020,-5,1,-15,-1,-4,4
JP,Japan,Tokushima,,,JP-36,,23-10-2020,-5,0,-7,-4,-6,4
JP,Japan,Tokushima,,,JP-36,,24-10-2020,-5,7,20,1,-12,3
JP,Japan,Tokushima,,,JP-36,,25-10-2020,-3,7,39,9,-6,2
JP,Japan,Tokushima,,,JP-36,,26-10-2020,-6,2,11,0,-4,2
JP,Japan,Tokushima,,,JP-36,,27-10-2020,-1,4,25,4,-4,2
JP,Japan,Tokushima,,,JP-36,,28-10-2020,-3,0,10,4,-4,2
JP,Japan,Tokushima,,,JP-36,,29-10-2020,-4,2,9,4,-3,3
JP,Japan,Tokushima,,,JP-36,,30-10-2020,-4,1,2,0,-5,2
JP,Japan,Tokushima,,,JP-36,,31-10-2020,-6,6,17,11,-7,2
JP,Japan,Tokushima,,,JP-36,,01-11-2020,-4,3,21,7,-5,3
JP,Japan,Tokushima,,,JP-36,,02-11-2020,-1,-2,-24,-2,-7,4
JP,Japan,Tokushima,,,JP-36,,03-11-2020,21,7,57,8,-52,14
JP,Japan,Tokushima,,,JP-36,,04-11-2020,-7,0,4,2,-3,2
JP,Japan,Tokushima,,,JP-36,,05-11-2020,-5,3,5,7,-1,2
JP,Japan,Tokushima,,,JP-36,,06-11-2020,-8,-2,7,0,-3,3
JP,Japan,Tokushima,,,JP-36,,07-11-2020,-9,2,-12,-10,-5,4
JP,Japan,Tokushima,,,JP-36,,08-11-2020,-6,4,29,9,-4,3
JP,Japan,Tokushima,,,JP-36,,09-11-2020,-7,-2,2,1,-3,3
JP,Japan,Tokushima,,,JP-36,,10-11-2020,-2,4,16,6,-3,3
JP,Japan,Tokushima,,,JP-36,,11-11-2020,-3,0,7,6,-5,3
JP,Japan,Tokushima,,,JP-36,,12-11-2020,-5,1,8,7,-2,3
JP,Japan,Tokushima,,,JP-36,,13-11-2020,-5,-2,-3,-1,-4,4
JP,Japan,Tokushima,,,JP-36,,14-11-2020,-6,5,16,6,-10,3
